stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Sonnenscheindauer (min);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
PAY;20120108;15;0;96;967.8;0.2;0;4.3;2.1;6.1;83.9
PAY;20120109;53;0;92;973.1;0;173;3;-0.4;6.1;83.4
PAY;20120110;79;0;42;975.2;0;439;4.2;-0.2;9.3;85.1
PAY;20120111;38;0;100;976.3;0;1;1.9;-0.4;3.5;90.6
PAY;20120112;56;0;96;972.3;0;98;1.2;-1.3;3.2;91.5
PAY;20120113;69;0;67;969.6;0;305;1;-2;5.7;87.4
PAY;20120114;84;0;4;966;0;462;-0.2;-2.6;3.1;75.4
PAY;20120115;83;0;13;962.7;0;465;-2.4;-6.1;2;76.1
PAY;20120116;79;0;4;964.6;0;422;-4.2;-7.7;0;84.5
PAY;20120117;81;0;4;971;0;425;-3.7;-7.7;1.5;83.2
PAY;20120118;81;0;29;973.6;0;388;-2.4;-7;2.6;86.7
PAY;20120119;38;0;92;970.9;4;8;6.4;1.3;9;61.7
PAY;20120120;19;0;96;964.6;5.4;27;5.1;2.3;7.4;80.9
PAY;20120121;41;0;96;962.8;4.1;49;5.6;3.5;8;85.8
PAY;20120122;54;0;92;961.1;0.1;131;7.7;5.3;10.2;77.9
PAY;20120123;51;0;79;962;0;52;6;4.4;8.7;71.6
PAY;20120124;37;0;100;963.8;2.4;20;3.8;2.1;5.6;83.4
PAY;20120125;25;0;100;962.4;0.1;0;3.3;2.3;4.5;94.5
PAY;20120126;16;0;100;960.5;2.1;0;4;3;5.3;93.8
PAY;20120127;15;0;100;964.4;6.3;0;4.1;2.4;5.5;94.1
PAY;20120128;44;0;100;965.7;1.5;32;2;0.7;3.3;91.9
PAY;20120129;7;0;100;962.4;0;0;0.3;-0.1;1;87.9
PAY;20120130;22;0;100;963.7;1.4;0;-0.1;-0.6;0.6;89.3
PAY;20120131;48;3;100;958.5;1.2;0;-1.3;-3.6;0.1;89.3
PAY;20120201;59;5;96;958.4;0;14;-4.6;-5.7;-3.3;75.3
PAY;20120202;57;3;96;959.8;0;5;-7.6;-9.4;-5.7;76.1
PAY;20120203;110;3;29;966.4;0;481;-10.4;-12.3;-8.6;50.4
PAY;20120204;115;2;8;970.2;0;509;-11.3;-13.2;-8.4;48.4
PAY;20120205;110;2;13;968.4;0;489;-12.7;-17.9;-8.6;57.2
PAY;20120206;107;2;25;968.8;0;375;-12.6;-17.6;-7.4;57.5
PAY;20120207;88;1;58;966.4;0;231;-11.3;-13.8;-9;53.2
PAY;20120208;62;1;71;969.4;0;3;-9.5;-13.6;-6.9;70.3
PAY;20120209;99;1;88;970.9;0;295;-8.5;-14.1;-4.4;72.9
PAY;20120210;113;1;42;968.5;0;274;-7.8;-9.7;-4.9;63.7
PAY;20120211;103;1;79;964.6;0;255;-9.1;-10.2;-7.3;54.1
PAY;20120212;123;1;4;966.5;0;512;-9.4;-11.8;-6.3;54.1
PAY;20120213;88;1;58;965.2;0;80;-9.3;-15.8;-4.3;69.4
PAY;20120214;80;2;100;960;0;0;-2.8;-7.2;0.3;79.2
PAY;20120215;34;1;100;961.3;0;0;1.2;0.1;2.4;85.4
PAY;20120216;56;1;92;965.9;0;24;1.2;-2.8;3.9;88.7
PAY;20120217;116;0;29;968;0;329;-0.5;-5.1;4.2;84.5
PAY;20120218;136;0;38;962.9;0.5;520;0.4;-4.3;5.9;85.7
PAY;20120219;43;0;75;962.8;0;56;2.7;-1.1;5.6;75.6
PAY;20120220;140;0;21;971;0;478;-0.1;-2.8;3.5;69.4
PAY;20120221;151;0;4;972.5;0;578;-2.3;-7.1;2.9;77.2
PAY;20120222;149;0;4;971.4;0;564;-1.5;-7.1;4.7;80.4
PAY;20120223;50;0;100;970.5;0;0;1;-3.4;5.2;78.4
PAY;20120224;150;0;4;970.9;0;549;3.7;-2.4;11.9;79.3
PAY;20120225;88;0;71;966.7;0;165;3.6;-0.5;9.1;88.4
PAY;20120226;88;0;58;966;0;189;3.4;-1.5;7.2;77.9
PAY;20120227;165;0;21;967.8;0;593;1.8;-3.3;9;74.4
PAY;20120228;155;0;58;967.7;0;477;2.5;-3.5;10.3;76.6
PAY;20120229;163;0;13;965.7;0;608;5.2;-2.1;14.1;74.7
PAY;20120301;114;0;25;966.2;0;301;4.9;-0.2;11.7;89.1
PAY;20120302;166;0;0;967.1;0;606;6.7;-0.2;15.6;79.3
PAY;20120303;165;0;42;965.7;0;534;7.9;0.3;16.8;66.6
PAY;20120304;155;0;58;962.2;1.1;481;6.1;0;12.1;78
PAY;20120305;116;0;88;964.2;0;236;4.2;2.1;7.8;55.9
PAY;20120306;178;0;54;964.7;0;581;2.5;-2.8;7.3;63.9
PAY;20120307;163;0;67;965.8;0.3;497;4;-3.1;10.4;62.9
PAY;20120308;94;0;96;968.8;1.5;170;4;-0.3;7.2;75
PAY;20120309;193;0;17;976.3;0;631;3;-1.8;8.3;68.6
PAY;20120310;191;0;21;975.5;0;640;3.5;-3.7;11.7;60.5
PAY;20120311;165;0;46;972.4;0;513;5.8;-0.6;11.3;65.6
PAY;20120312;177;0;58;970.9;0;525;8.1;1.5;14.4;68.6
PAY;20120313;202;0;21;970.2;0;654;9.1;1.7;17.3;65
PAY;20120314;202;0;0;970.1;0;626;7.6;0;17.4;72.6
PAY;20120315;207;0;29;970.1;0;664;8;0;17.6;68.4
PAY;20120316;209;0;0;967.1;0;666;9.9;-0.3;21.3;55.5
PAY;20120317;151;0;79;962.7;0;371;9.8;2.1;18;57.6
PAY;20120318;29;0;100;961.7;6.8;0;5.9;3.5;10.5;83.2
PAY;20120319;70;0;100;969.2;10.1;0;4.4;3;7.1;88.1
PAY;20120320;188;0;71;974.3;0;506;5.5;1.7;10.2;80.5
PAY;20120321;216;0;21;973.2;0;627;6.9;0;15.2;76.8
PAY;20120322;211;0;75;969.1;0;608;8.2;0.9;17;73.7
PAY;20120323;215;0;17;966.9;0;648;9.8;1.8;18.1;67.8
PAY;20120324;215;0;13;966.4;0;619;10;2.5;18.6;67.5
PAY;20120325;218;0;13;968.6;0;658;10.3;2.1;17.4;64.6
PAY;20120326;231;0;8;971.2;0;690;10.5;1.7;18.4;58.6
PAY;20120327;234;0;25;971.4;0;697;10.1;1.3;18;55.8
PAY;20120328;239;0;17;968.8;0;690;10.3;2.3;18.4;55
PAY;20120329;234;0;25;964.3;0;674;11.4;2.4;20;56.5
PAY;20120330;230;0;25;961.2;0;555;11.1;5;17.1;60.4
PAY;20120331;245;0;33;955.6;0;719;10.1;1.9;18.5;65.5
PAY;20120401;216;0;67;955.2;0;484;7.9;2.5;12.9;60
PAY;20120402;250;0;17;951.6;0;702;8.5;-0.8;18.4;62.5
PAY;20120403;186;0;92;948.5;9.9;387;13.1;9.9;17.9;67.1
PAY;20120404;92;0;100;950.3;12.2;64;10.3;8.9;13.1;89.4
PAY;20120405;91;0;100;952.7;0.7;1;9.8;8.4;12.3;87.5
PAY;20120406;142;0;92;951.9;1.5;212;9.9;7.8;14.7;83.3
PAY;20120407;112;0;92;948.6;4.4;96;9.2;6.2;12.6;78.2
PAY;20120408;130;0;92;955.4;0;105;4.3;-1.5;6.6;70.9
PAY;20120409;130;0;100;953.2;0;61;5.7;-1.7;11.8;71.6
PAY;20120410;160;0;75;944.2;14.3;301;10.3;4.7;16.8;70
PAY;20120411;130;0;83;946.1;3;148;6.1;2.5;10;82.3
PAY;20120412;43;0;100;947.2;11.4;0;5.9;4.2;7.4;89.5
PAY;20120413;171;0;92;946.2;0;122;7.7;4.5;11.4;77.6
PAY;20120414;63;0;100;942.5;8.4;0;6.9;5.5;9.1;83.9
PAY;20120415;35;0;100;944.9;8.8;0;6.2;5.4;7.4;90.1
PAY;20120416;47;0;96;955.8;0.1;0;5.4;4.2;6.4;81.1
PAY;20120417;260;0;67;953.3;1.1;543;6.6;2.7;11.6;64.8
PAY;20120418;241;0;75;941.9;1.5;455;7.5;3.2;12.8;67
PAY;20120419;182;0;96;938.3;1.6;232;7.5;3.1;11.9;76.7
PAY;20120420;195;0;79;944.1;0.1;293;7.3;4.1;11.2;73
PAY;20120421;211;0;92;948.6;10.2;310;8.7;5.4;14.3;71.5
PAY;20120422;193;0;88;953.9;3.7;285;6.8;3.9;11.3;75.7
PAY;20120423;210;0;88;948.7;1.7;288;7.8;4.4;13.6;76.7
PAY;20120424;194;0;79;945.7;2.1;211;7.1;4.9;10.1;76.2
PAY;20120425;181;0;83;948.5;0.2;325;8.7;1.4;13.7;73.1
PAY;20120426;226;0;67;951.9;0;458;12.3;4.9;20.2;65.9
PAY;20120427;285;0;50;957.8;0;681;14;4.6;22;68.9
PAY;20120428;218;0;75;953.3;0;346;16.4;8.9;24.4;70.9
PAY;20120429;260;0;63;951.3;0;434;16.3;11.1;22.2;60.7
PAY;20120430;216;0;83;956.1;4.3;322;13.6;8.5;19.2;71.3
PAY;20120501;151;0;96;959.5;5;26;11.8;8.5;15.3;81.7
PAY;20120502;261;0;63;958.5;0;470;11.9;7;16.1;77.9
PAY;20120503;316;0;29;956;0;782;12.2;5.3;18.9;73.5
PAY;20120504;305;0;58;950.3;2.5;675;14.1;5.2;21.6;65.1
PAY;20120505;206;0;83;950.2;3.2;243;12.8;9.5;18.3;73.3
PAY;20120506;235;0;83;954.2;0;362;11.9;8.2;16.7;74.2
PAY;20120507;256;0;63;959.9;0;472;12.1;6.1;17.1;68
PAY;20120508;185;0;79;959.7;2;239;11.4;3.7;18.2;79.2
PAY;20120509;191;0;79;961.9;0.3;135;15.5;11.3;21.9;80.8
PAY;20120510;298;0;71;965.8;0;776;17.5;9;26.2;73.8
PAY;20120511;322;0;63;966.8;0.5;781;20.2;11.2;28.2;63
PAY;20120512;41;0;100;970.4;5.6;0;12.9;8;20.1;86.3
PAY;20120513;286;0;38;967;0;607;9.8;3.7;14.6;64.3
PAY;20120514;349;0;17;960.2;0;823;9.6;1.2;17.7;59.4
PAY;20120515;245;0;63;957.4;0.2;452;9.5;3.1;15.9;59
PAY;20120516;240;0;54;965.6;0;405;6.6;1.2;11.5;66.2
PAY;20120517;325;0;46;960.7;0.5;704;8.9;-1.1;17.2;66.8
PAY;20120518;179;0;83;955.2;0.3;104;13;7.1;19.3;77.1
PAY;20120519;159;0;58;954.1;0.9;226;14.4;10.1;18.4;83.7
PAY;20120520;256;0;71;948.2;6.2;420;15.8;8;23.1;67.5
PAY;20120521;118;0;92;944.6;12.2;35;13.5;11.5;16.2;86.8
PAY;20120522;247;0;79;952.2;0.4;316;13.8;10.5;18.9;81.5
PAY;20120523;204;0;79;962.8;0.6;303;16.3;13.1;20.7;84.1
PAY;20120524;298;0;54;964;0;492;18.4;10.8;25.2;75.6
PAY;20120525;336;0;17;960.4;0;833;17.9;11.8;23.4;65.1
PAY;20120526;339;0;25;959.9;0;814;16.3;7.8;23.5;59.7
PAY;20120527;277;0;58;959.9;0;509;15.2;7.5;22.1;62.8
PAY;20120528;339;0;21;959.4;0;793;16.1;7.7;23.2;63.5
PAY;20120529;341;0;17;958.8;0;826;17.2;9;24.6;61
PAY;20120530;318;0;46;961.7;16.9;662;17.4;7.9;26;63
PAY;20120531;252;0;83;963.1;0;371;18.1;12.4;22.2;70.6
PAY;20120601;288;0;50;961.4;0;509;18.3;12.6;23.7;64.7
PAY;20120602;342;0;46;957.5;3.4;818;19.2;10.3;26.1;69.1
PAY;20120603;82;0;100;955.9;18.4;17;16.2;12.5;20.2;86.6
PAY;20120604;183;0;92;957.9;2.7;121;13.8;11.9;17.9;77
PAY;20120605;311;0;71;959.1;0.7;492;14.7;9.2;19.9;73.6
PAY;20120606;111;0;96;955.2;2.3;56;14.8;11.4;19.3;86
PAY;20120607;235;0;88;951.4;26;287;17.7;13.3;24.9;83.9
PAY;20120608;102;0;100;956.5;7.4;5;15.2;12.4;16.8;86.8
PAY;20120609;280;0;83;959;0;318;15.4;12.3;20;68.2
PAY;20120610;224;0;96;954.4;6.3;195;14.2;11.5;17.5;75.9
PAY;20120611;190;0;92;949.7;5.4;190;14.3;11.7;18.6;81.8
PAY;20120612;133;0;96;951;6.1;23;12;10.6;15.9;86.1
PAY;20120613;152;0;88;959.3;4.4;44;11.7;7.8;15.5;86.6
PAY;20120614;348;0;75;960.9;0;796;13.8;5.8;21.9;73
PAY;20120615;329;0;46;960.8;0;757;18.7;9.2;26.9;64.5
PAY;20120616;338;0;33;961.6;0;803;21.4;12.3;28;56.3
PAY;20120617;349;0;29;963.4;0;801;20.2;14.4;25.4;70.4
PAY;20120618;293;0;63;960.8;0;505;21;13.8;28.9;71.5
PAY;20120619;163;0;83;960.2;4.4;209;19.7;13.8;23.5;83.5
PAY;20120620;183;0;75;958.4;1.2;165;19.2;15.1;23.9;86.2
PAY;20120621;248;0;88;956.7;2.4;322;19.1;15.4;27.6;84.6
PAY;20120622;367;0;13;964.4;0;890;17.3;11.8;22.8;62
PAY;20120623;361;0;21;966.7;0;828;16.9;10.3;22.9;66.8
PAY;20120624;237;0;83;963.2;4.1;410;18.6;10;24.4;65.7
PAY;20120625;141;0;92;962.6;5.3;78;17.9;15.6;21.8;80.8
PAY;20120626;156;0;96;965.3;1.9;77;17.8;15.4;21.3;90.6
PAY;20120627;336;0;46;963.2;0;648;21;15.9;26.9;77.5
PAY;20120628;315;0;50;956.6;0;736;22.1;14.1;29.7;74.1
PAY;20120629;327;0;21;955.5;0;755;24.3;18.2;30.9;66.4
PAY;20120630;296;0;50;956.5;6.1;654;23.2;15.9;28.8;63.8
PAY;20120701;54;0;100;961.4;19;2;17.4;15.5;21.5;89.4
PAY;20120702;78;0;96;960.6;2;0;16.4;14.9;19.8;91.8
PAY;20120703;266;0;67;961;0.1;417;18.6;14.8;23.9;80.6
PAY;20120704;279;0;88;957.5;13.7;465;18.6;12.7;25.7;80.6
PAY;20120705;161;0;75;955.5;28.2;148;18.1;13.9;23;84.9
PAY;20120706;204;0;92;956.9;1;153;17.9;13.6;22.5;84
PAY;20120707;334;0;46;957;1.4;671;19.8;13.9;26.5;72.3
PAY;20120708;245;0;79;956.4;2.1;396;19.5;14.4;25.5;70.2
PAY;20120709;329;0;42;958.8;0;700;20.1;13.9;25.5;61.7
PAY;20120710;203;0;63;958.7;1;389;18.6;13.2;24.2;75.5
PAY;20120711;241;0;58;960.5;0;411;18.1;13.8;24.3;63
PAY;20120712;232;0;83;961.9;0;245;16.1;10.6;20.3;64.2
PAY;20120713;182;0;92;955;7.4;94;17.4;13.4;22.4;72.4
PAY;20120714;338;0;58;955.5;1.3;692;18.6;13;23;59.7
PAY;20120715;197;0;83;962.3;0.9;246;14.5;12.4;19.9;76.4
PAY;20120716;346;0;25;969.9;0;852;15.7;8.6;22.2;62.2
PAY;20120717;342;0;21;969.9;0;854;19.1;12.1;26.3;58.1
PAY;20120718;335;0;25;963.4;0;828;21.1;11.4;30.4;58.3
PAY;20120719;288;0;67;958.1;0;539;20.9;14.6;25.7;54
PAY;20120720;122;0;96;959.7;5.3;27;17;13.5;21.5;71.9
PAY;20120721;209;0;75;963.5;0.8;213;15.4;12.4;20.8;75.4
PAY;20120722;303;0;29;966.3;0;704;15.4;9.4;21.3;65.9
PAY;20120723;344;0;13;963.8;0;863;16.5;7.9;23.5;60.4
PAY;20120724;324;0;29;960.2;0;810;19.7;10.1;29;67.2
PAY;20120725;323;0;13;959.5;0;817;22.4;13.8;30.9;62.9
PAY;20120726;316;0;21;960.4;0;724;22;13.2;31.6;64.2
PAY;20120727;306;0;25;957.6;0;731;24.6;14.6;33.3;54.8
PAY;20120728;123;0;92;956;6.2;69;21.8;18.8;24.4;62
PAY;20120729;133;0;92;959.4;5.3;83;17.8;14.3;21.5;81.9
PAY;20120730;293;0;63;962.5;0;600;18.3;12.2;24.7;66.7
PAY;20120731;315;0;33;962;0;779;20;12.8;27.9;66.6
PAY;20120801;293;0;17;958.4;3.3;672;20.9;12.9;28.7;71.4
PAY;20120802;261;0;79;959.6;0;495;21.5;16.5;27;70.9
PAY;20120803;286;0;63;960.8;0;538;20.9;15.9;26.2;67.3
PAY;20120804;265;0;79;958.1;9;515;19.9;13.1;26.6;72.2
PAY;20120805;187;0;92;955.8;11.2;274;18.8;16;24.4;87
PAY;20120806;110;0;88;960.6;1.1;134;16.8;13.8;19.9;84.5
PAY;20120807;283;0;33;966.4;0;641;17.5;11.9;23.6;70.1
PAY;20120808;310;0;21;966.2;0;808;17.9;10.2;25.6;70.7
PAY;20120809;283;0;50;966.3;0;799;18.7;11.3;25.8;70.2
PAY;20120810;307;0;13;965.3;0;817;19.2;11.7;26.6;67.9
PAY;20120811;304;0;4;961.5;0;806;18.5;11.2;26;70.4
PAY;20120812;244;0;67;957.9;0;535;18.8;11.5;26.4;73
PAY;20120813;273;0;75;957.5;0;579;20.3;15.2;26.6;71
PAY;20120814;272;0;50;957.4;0;661;20.2;13.3;28.5;69
PAY;20120815;273;0;63;956.4;7.5;595;22.5;12.9;31.1;60.2
PAY;20120816;193;0;88;962.8;0.6;290;18.8;14.3;23.6;79.7
PAY;20120817;293;0;13;963.4;0;780;19.7;12.5;27.7;74.1
PAY;20120818;291;0;0;963.8;0;794;21.8;13.4;31.1;68.4
PAY;20120819;279;0;8;964.3;0;752;23.8;15.4;33;67.1
PAY;20120820;239;0;29;964.9;0;565;24.6;17.3;32.8;64.9
PAY;20120821;236;0;46;962.2;0.1;616;24.4;17.5;31.7;69.9
PAY;20120822;247;0;50;961;0;593;24.6;18;31.7;65
PAY;20120823;201;0;63;958;3.5;512;22.7;17.8;29.6;71.7
PAY;20120824;99;0;92;955.2;11.4;56;20.1;18.4;23.7;88.6
PAY;20120825;154;0;88;956.9;1.9;183;19.4;14.7;25.9;76.8
PAY;20120826;256;0;42;963.3;0;558;16.4;10.4;21.5;63.1
PAY;20120827;277;0;21;963.8;0;748;15.5;8.5;24;71.7
PAY;20120828;183;0;75;963.2;0;337;17.7;10.6;25.5;70.5
PAY;20120829;201;0;79;963.3;4;448;18.5;12.7;26.7;79.1
PAY;20120830;47;0;96;963.2;7.8;1;15.9;13.3;17.7;91.3
PAY;20120831;69;0;100;964.1;7.6;2;12.3;10.5;14.2;82.4
PAY;20120901;62;0;100;964;4.9;0;11.9;9.7;13.4;87.3
PAY;20120902;157;0;83;965.1;0;236;14.6;11.5;19;82.8
PAY;20120903;87;0;100;963.1;0;0;16.8;13.6;19.3;79.2
PAY;20120904;154;0;96;960.8;0;126;19.3;16.9;22.8;76.1
PAY;20120905;116;0;96;961.8;0;31;17.6;13.6;22;82.8
PAY;20120906;168;0;63;966.1;0;336;17;11.7;21.9;79.1
PAY;20120907;210;0;33;967.4;0;460;15.8;9.8;23.8;82.8
PAY;20120908;239;0;8;964.4;0;692;16.8;10.1;25;79.8
PAY;20120909;221;0;50;961.2;0;578;19.4;12.8;27.9;71.6
PAY;20120910;222;0;83;961.5;0;640;19.1;11.7;26.9;71.2
PAY;20120911;131;0;83;960.5;20.3;250;17.5;12.1;25.8;81.2
PAY;20120912;44;0;100;959.6;6.9;0;12.1;9.3;16.4;87.3
PAY;20120913;155;0;79;959.8;0;159;11.2;6.8;16.1;76.7
PAY;20120914;225;0;17;960.7;0;703;11.3;4.3;18.7;75.1
PAY;20120915;186;0;58;960.9;0;410;13.1;7.1;19.5;76.2
PAY;20120916;218;0;8;959.4;0;687;13.5;7.1;21.1;82.3
PAY;20120917;180;0;46;959;0;435;15.6;9.6;22.3;82.5
PAY;20120918;125;0;67;958.1;9.3;305;15.5;9.4;22.3;82.8
PAY;20120919;132;0;63;962.7;0;245;12.2;5.3;15.8;73.4
PAY;20120920;201;0;42;965;0;519;9.2;3.3;16.2;79.8
PAY;20120921;200;0;50;960.6;5.9;554;13.8;5.5;22.6;77.5
PAY;20120922;46;0;96;959.1;10.5;19;15.8;13;17.6;90.8
PAY;20120923;130;0;88;955.8;1.6;190;15.1;12.6;19.8;92.1
PAY;20120924;86;0;71;949.6;14.3;140;14.6;11.9;18.1;84.5
PAY;20120925;104;0;96;947.4;0;230;14.7;10.7;19.3;76.9
PAY;20120926;54;0;100;947.9;16.7;0;11.3;8.2;15.8;93.1
PAY;20120927;178;0;50;957.4;2.5;441;11.3;6.1;17.3;80.4
PAY;20120928;170;0;29;961.9;0.5;418;10.7;5.2;17.5;84.3
PAY;20120929;27;0;96;960.9;14.2;0;11.2;8.6;12.5;93.5
PAY;20120930;54;0;100;962.5;0.8;3;11.9;10.2;13.7;89
PAY;20121001;121;0;83;961.9;0;166;13.7;11.5;17.3;81.7
PAY;20121002;176;0;29;962.9;0;583;12.5;6.9;18.6;77.6
PAY;20121003;132;0;83;961.3;0.7;313;13.7;8.6;19.9;76.5
PAY;20121004;53;0;96;959.9;1.6;8;14.7;10.7;17.8;78.6
PAY;20121005;176;0;58;961.8;0;629;14.5;9;22;74.3
PAY;20121006;144;0;63;961.1;1.2;420;15.7;7.4;23.2;70.7
PAY;20121007;54;0;100;961.6;5.7;11;14.9;11.1;17.5;90.3
PAY;20121008;48;0;100;961.6;26.6;0;12.2;10;14.1;91.5
PAY;20121009;75;0;92;957.3;5;68;15.8;13.6;19.3;88.5
PAY;20121010;52;0;83;956.5;7;30;14.5;11.2;17.9;92.4
PAY;20121011;123;0;63;953.6;2.8;294;13.6;11;18.2;87.7
PAY;20121012;65;0;71;956.4;2.5;83;11.8;6.5;15;85.4
PAY;20121013;134;0;88;956.4;0;428;9.3;4.9;14.2;81
PAY;20121014;51;0;96;947.1;3.8;0;10;7.8;13.1;77.3
PAY;20121015;76;0;67;953;0;84;6.2;1.3;9.7;79.3
PAY;20121016;101;0;75;956.9;0.1;244;6.3;0;11.1;80.6
PAY;20121017;126;0;67;956.9;0;335;9;4.1;15.4;87.4
PAY;20121018;66;0;75;957.4;0;13;9;6;12.8;94.8
PAY;20121019;129;0;46;959;0.1;467;10.9;5.8;19.1;89.2
PAY;20121020;123;0;75;961.5;0;415;12.2;6.8;18.3;85.8
PAY;20121021;114;0;54;960.2;0;375;12.8;8.6;18.7;86.5
PAY;20121022;128;0;13;962.6;0.1;530;13.2;8.7;19.4;88.5
PAY;20121023;21;0;100;963.8;0.3;0;10.5;9.2;11.4;96.4
PAY;20121024;30;0;100;961.1;0.1;0;10.2;9.1;11.9;93.4
PAY;20121025;33;0;100;957.3;0;0;10.7;9.6;12.3;90.8
PAY;20121026;23;0;100;946.6;9.8;0;9.9;8.6;10.8;92.8
PAY;20121027;17;0;100;941.4;13.7;0;4.3;0.2;8.8;90.7
PAY;20121028;54;1;96;951.5;0.2;31;0.5;-0.8;2.4;85.3
PAY;20121029;131;0;54;957.9;0;492;1.4;-1.3;4.9;79.3
PAY;20121030;123;0;46;952.1;0;498;2.3;-1.7;8.8;82
PAY;20121031;45;0;96;944.5;0;0;1.4;-2.4;4.8;93.7
PAY;20121101;88;0;79;938.4;6.8;267;7.5;2.4;12.9;77.7
PAY;20121102;104;0;58;948;0;296;10.4;6.1;14.3;65.6
PAY;20121103;89;0;63;949.6;0.2;315;13.2;10.6;16;58
PAY;20121104;53;0;96;947.1;33.3;46;11.3;7.2;17.1;84.6
PAY;20121105;81;0;71;951.4;3.2;221;7.3;4.7;10.7;82.4
PAY;20121106;62;0;63;961.9;1.4;97;5.1;0.1;8.9;86
PAY;20121107;73;0;58;971.3;0;170;4.6;0.2;9.7;80.6
PAY;20121108;67;0;71;965.9;0;121;3.7;-0.5;7.7;89.4
PAY;20121109;90;0;71;959.5;5;381;5.9;0.3;10.2;88.7
PAY;20121110;14;0;100;950.7;43.9;0;8.7;7.7;10;95.5
PAY;20121111;28;0;100;955;4.4;0;8.9;7.9;10.2;94.5
PAY;20121112;50;0;92;966.8;0;59;8.7;7.1;10.3;85.9
PAY;20121113;37;0;83;970.7;0;0;7.1;4.8;8.7;86.4
PAY;20121114;92;0;25;968.1;0;430;4.5;0.7;9.3;89.6
PAY;20121115;31;0;100;964.6;0;0;3.2;0.3;5;96.9
PAY;20121116;36;0;96;961.7;0;2;4.1;2.8;5.3;93.7
PAY;20121117;57;0;96;957.6;0;107;6.1;4.1;8.2;90.1
PAY;20121118;68;0;75;956.9;0;294;4.7;1.1;7.7;90.2
PAY;20121119;16;0;100;959.6;0;0;3.2;2.1;3.9;95.7
PAY;20121120;61;0;96;961.6;0;166;3.4;1.8;6;90.4
PAY;20121121;40;0;100;962.3;0;0;3.5;1.8;5.1;92.6
PAY;20121122;22;0;96;965.3;0;7;6.3;4.6;8.6;92.9
PAY;20121123;66;0;96;963.9;0;206;6.1;2.7;9.9;90.9
PAY;20121124;47;0;96;961.7;0;16;6;3.8;8.8;92
PAY;20121125;18;0;92;960.5;4.9;1;8.5;2.9;12.8;87.4
PAY;20121126;17;0;100;953.3;29.5;0;8.4;6.1;9.8;95.7
PAY;20121127;13;0;100;949.4;19.6;0;3.4;1.9;6.1;94.3
PAY;20121128;14;0;100;941.3;14.8;0;4.4;3.3;5.5;91.7
PAY;20121129;12;0;100;944.2;3.8;0;1.9;-0.3;3.4;88.5
PAY;20121130;41;0;96;948.9;0;98;0.9;-0.8;3;79.8
PAY;20121201;28;0;71;955.3;0;0;-1.9;-4.1;-0.5;82.4
PAY;20121202;69;0;83;958.3;0.4;189;-0.7;-3.9;3;80.7
PAY;20121203;25;0;71;959.9;10.9;0;-0.6;-5;3.3;85.3
PAY;20121204;19;0;88;949.6;8.2;17;3.3;2;6.1;86.5
PAY;20121205;33;0;88;948.6;1.9;55;1.7;0.5;3.8;87.8
PAY;20121206;52;0;71;958;0.3;179;0;-3.8;2.2;76.4
PAY;20121207;19;0;100;949.5;2.4;0;-0.9;-4.1;1.7;85.4
PAY;20121208;39;7;96;958.9;0;46;-0.2;-2.1;1.5;82.4
PAY;20121209;52;6;92;965.9;0;122;-1.3;-5.1;0.3;75.5
PAY;20121210;30;5;88;958.3;2.4;32;1;0.1;3;83.8
PAY;20121211;61;7;58;963.5;0;259;-2.6;-9.8;0.7;75.5
PAY;20121212;76;6;21;963.5;0;413;-9.1;-12.9;-4.1;83.8
PAY;20121213;38;5;79;956.4;2.4;1;-5.9;-12.3;-2.1;86.5
PAY;20121214;37;9;100;949.1;13.9;0;-0.3;-2.8;3;92.8
PAY;20121215;41;3;67;951;2.2;75;5.4;1;8.4;86.6
PAY;20121216;28;0;96;955;2;8;7.3;6;8.8;80.5
PAY;20121217;32;0;92;954.3;6.5;19;5.5;3.7;7.1;85.2
PAY;20121218;24;0;92;958.6;4.2;13;4.3;3;6;87.3
PAY;20121219;30;0;88;963.9;0;0;2.3;0.1;4.7;91.8
PAY;20121220;11;0;100;958.1;8.8;0;0.2;-1.8;3.2;96.3
PAY;20121221;38;0;88;957.5;0.2;32;4.8;2.3;7.4;89.7
PAY;20121222;23;0;100;962.1;7.3;0;3.6;0.5;6.4;90.5
PAY;20121223;45;0;96;961.7;0;40;9.4;5;12.8;79.7
PAY;20121224;62;0;54;957;0;343;5.4;0.7;11.2;85.2
PAY;20121225;14;0;100;953.7;9.5;0;9.3;3;12.6;73.2
PAY;20121226;38;0;83;961.4;1.9;97;7.1;5.3;8.8;75.7
PAY;20121227;14;0;96;959.6;16.9;4;6.6;5.2;8.3;78.7
PAY;20121228;28;0;75;970.5;0;1;5.2;0.8;8.2;74.2
PAY;20121229;42;0;92;964.6;0.6;42;0.7;-1.5;5.9;95.1
PAY;20121230;64;0;46;967;0;286;6.2;1.5;9.2;71.2
PAY;20121231;66;0;29;963.6;0;362;1.4;-1.5;5.8;84.3
PAY;20130101;14;0;100;956.1;3.1;0;3.5;-1.9;6.6;83.9
PAY;20130102;65;0;21;967.5;0;263;1.7;-2;5.4;86
