stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
RAG;20030727;-;-;0;46;957.4;21;22.9;19.2;32.1;77.2
RAG;20030728;-;-;0;96;964.2;0.6;17.6;15.3;20.2;85.3
RAG;20030729;-;-;0;50;966.4;0;18;15;22.1;80.5
RAG;20030730;-;-;0;38;962.1;15.5;19.3;12.5;26.5;70
RAG;20030731;-;-;0;79;959.8;1.3;17.6;15;20.2;84.9
RAG;20030801;-;-;0;42;962;0;19.6;14;25.9;74.6
RAG;20030802;-;-;0;8;962.5;0;22.5;15.8;29.6;77.3
RAG;20030803;-;-;0;4;963.7;0;25.2;20;32.3;73.6
RAG;20030804;-;-;0;8;965.3;0;26;20.8;33.4;71.8
RAG;20030805;-;-;0;25;965.3;0;27.5;21.5;34.2;61.7
RAG;20030806;-;-;0;13;965.2;0;25.7;21;34;67.8
RAG;20030807;-;-;0;13;964;0;27.2;20.2;34.7;59.7
RAG;20030808;-;-;0;17;963.1;0;27.1;20;34.8;53.3
RAG;20030809;-;-;0;17;963.1;0;27.1;20;35;54.6
RAG;20030810;-;-;0;13;961.1;0;27.9;21;35.2;56
RAG;20030811;-;-;0;4;962.3;0;26.9;20.2;35;57.2
RAG;20030812;-;-;0;4;965.7;0;26.2;19.7;34.1;56.8
RAG;20030813;-;-;0;13;964;5.2;28.2;20.1;36.8;50.6
RAG;20030814;-;-;0;67;961.3;7.3;22.4;19.9;27;73.1
RAG;20030815;-;-;0;79;959.1;3.9;20.4;18.3;25.9;78.5
RAG;20030816;-;-;0;54;958.7;7.5;22.3;16;28.9;73
RAG;20030817;-;-;0;54;959.2;1.7;25;18.3;31;59.2
RAG;20030818;-;-;0;67;962.3;7.1;20.8;19.1;24.5;88.4
RAG;20030819;-;-;0;42;963.9;0;20.7;15;27.1;75
RAG;20030820;-;-;0;54;961.6;2.7;21.2;16.6;29.2;74.5
RAG;20030821;-;-;0;71;960.5;0;18.3;15;24.9;78.2
RAG;20030822;-;-;0;17;961.5;0;21.3;15.2;28.3;69.4
RAG;20030823;-;-;0;21;961.3;0;23.2;17;29.4;69.4
RAG;20030824;-;-;0;38;959.6;0;20.2;14.8;29.6;79.2
RAG;20030825;-;-;0;58;955.6;0;21.7;16.5;27.5;69.6
RAG;20030826;-;-;0;50;956.3;0;22.4;16;28.4;66.3
RAG;20030827;-;-;0;29;955.9;0;22.1;17.1;29.2;65.5
RAG;20030828;-;-;0;46;952;4.9;23.4;15.9;30;66.9
RAG;20030829;-;-;0;96;949.3;17.6;17.4;17.2;18.5;94.7
RAG;20030830;-;-;0;67;956.2;7.4;16.6;14;20;90.1
RAG;20030831;-;-;0;92;960.9;1.6;13;12.1;17.2;87.1
RAG;20030901;-;-;0;83;960.5;0.1;11.8;8.1;17.2;88.5
RAG;20030902;-;-;0;29;964.4;0;12.7;6.9;18.6;71.4
RAG;20030903;-;-;0;13;967.4;0;13.4;7.5;20;68.6
RAG;20030904;-;-;0;4;969.2;0;15.8;9.2;22.9;67.3
RAG;20030905;-;-;0;38;963.5;0;17.3;11.3;24;70.1
RAG;20030906;-;-;0;83;961.9;0.1;17.2;14;23.9;77.1
RAG;20030907;-;-;0;79;958.6;0.1;18.7;14.1;25;70
RAG;20030908;-;-;0;79;952.6;4.7;15.3;14.6;18.4;85.2
RAG;20030909;-;-;0;88;950.5;0.2;13.2;9.8;16.4;91.1
RAG;20030910;-;-;0;92;959.5;1.4;15.3;14.3;17.4;84
RAG;20030911;-;-;0;92;961.7;7;11.4;9.8;16.3;90.9
RAG;20030912;-;-;0;83;967.7;0;15.2;11.8;18.2;71
RAG;20030913;-;-;0;83;969;0.6;14.7;11.1;19.4;77.2
RAG;20030914;-;-;0;4;968.3;0;13.3;7.2;20.2;78.8
RAG;20030915;-;-;0;0;966.8;0;16;10.9;21;74.7
RAG;20030916;-;-;0;21;966.4;0;16.1;10.2;23.2;75.2
RAG;20030917;-;-;0;13;965.4;0;18.2;12.1;24.6;61.9
RAG;20030918;-;-;0;0;964.9;0;18.3;11.8;25.5;62.5
RAG;20030919;-;-;0;13;964.9;0;19.5;12.3;26.6;68.9
RAG;20030920;-;-;0;4;966.3;0;19.8;16;27.5;65.7
RAG;20030921;-;-;0;4;965.9;0;19.8;13.9;27.1;59.2
RAG;20030922;-;-;0;8;958.2;0;22.4;16.5;29;47.2
RAG;20030923;-;-;0;100;957.9;6.4;15.3;11.2;19.8;84.6
RAG;20030924;-;-;0;100;968;0;11.5;10;13;83.1
RAG;20030925;-;-;0;0;967.9;0;12.4;6.3;19.1;78.3
RAG;20030926;-;-;0;17;964;0;15.8;10;23.2;70.2
RAG;20030927;-;-;0;29;960.8;0;16.3;11.5;23.8;72.4
RAG;20030928;-;-;0;58;954.6;0.2;17.2;13.8;23.1;68.8
RAG;20030929;-;-;0;71;956.9;0.1;12.3;11.3;16.1;83.1
RAG;20030930;-;-;0;13;956.2;0;11.9;6.1;18;83.6
RAG;20031001;-;-;0;83;954.1;0;18.1;10.8;23.8;48
RAG;20031002;-;-;0;29;957.2;0;18.4;14.2;23.5;63.8
RAG;20031003;-;-;0;100;955.3;14.6;15.5;14.8;17;87.2
RAG;20031004;-;-;0;100;951.4;20.9;13.4;11.8;15.2;82.8
RAG;20031005;-;-;0;100;948.8;10.7;5.9;4.8;6.6;85.8
RAG;20031006;-;-;0;46;959.4;0;8.3;4.7;13.5;71.6
RAG;20031007;-;-;0;100;951.6;34.1;8.3;6.1;10.9;86.6
RAG;20031008;-;-;0;92;960.1;17.9;4.9;1.2;9.3;76.4
RAG;20031009;-;-;0;100;960.9;30.8;7;4.5;9.2;95.4
RAG;20031010;-;-;0;38;963.9;0;12.6;6.5;16.9;79.4
RAG;20031011;-;-;0;21;965.7;0;10.7;6;17.5;85.8
RAG;20031012;-;-;0;17;964.4;0;10.4;4.1;16.1;78.2
RAG;20031013;-;-;0;38;963.1;0;10.6;4.8;17.1;80
RAG;20031014;-;-;0;63;963.7;0;8.4;4;12.4;83.8
RAG;20031015;-;-;0;21;965.1;0;7.9;3.7;12.8;78
RAG;20031016;-;-;0;13;965.3;0;4.6;-1;10;80.4
RAG;20031017;-;-;0;42;962.4;0;2.9;-5;7.1;86.6
RAG;20031018;-;-;0;25;954.7;0;3.1;-2;8.9;88.2
RAG;20031019;-;-;0;63;950.6;0;4;0;12.8;87.4
RAG;20031020;-;-;0;92;941.4;2.3;9.9;2.7;15;68.4
RAG;20031021;-;-;0;100;949;1.4;7.4;5.6;9.8;81
RAG;20031022;-;-;0;96;952.9;0;6.2;4.1;8.8;78
RAG;20031023;-;-;0;96;947.3;5.4;1.4;-1;4.6;96.8
RAG;20031024;-;-;0;92;956.4;0.1;1.2;0;3.1;79.4
RAG;20031025;-;-;0;13;964.1;0;0.4;-4;5.4;67.2
RAG;20031026;-;-;0;42;957.3;0;2.2;-3.1;9.1;61.6
RAG;20031027;-;-;0;8;958.7;0;1.1;-4.8;6.9;80
RAG;20031028;-;-;0;0;958.7;0;6.2;-0.5;15.1;64.2
RAG;20031029;-;-;0;67;946;8.3;8.2;1.5;13.9;66.4
RAG;20031030;-;-;0;63;939.6;1.6;4.5;3.7;9.5;88
RAG;20031031;-;-;0;75;931.3;37.9;12.8;2.1;17.2;40.2
RAG;20031101;-;-;0;79;941;5.4;7;6.1;8.2;92.4
RAG;20031102;-;-;0;42;953.1;0;7.7;4.9;13.2;86.2
RAG;20031103;-;-;0;58;960.9;0;6.9;4.2;11.4;79.4
RAG;20031104;-;-;0;33;971.8;0;7.1;2.1;15;79.2
RAG;20031105;-;-;0;0;971.5;0;6;1.2;12;73.6
RAG;20031106;-;-;0;33;970.3;0;3.1;-1;7.8;92
RAG;20031107;-;-;0;25;964;0;4;0;9.5;81.2
RAG;20031108;-;-;0;58;959.5;0.1;7.4;2;12.2;62.4
RAG;20031109;-;-;0;21;965.4;0;9.7;5;17;55.6
RAG;20031110;-;-;0;42;963.7;0;4.5;0;10.5;87
RAG;20031111;-;-;0;38;963.7;0;2;-1.5;6.3;91.2
RAG;20031112;-;-;0;46;962;7.6;4.6;-4.2;10.4;81.8
RAG;20031113;-;-;0;100;968.6;1.5;6.7;5;9.2;92.6
RAG;20031114;-;-;0;38;964.2;0;5.5;1.1;10.5;83.8
RAG;20031115;-;-;0;25;959.6;0;5.4;2;11.4;80.4
RAG;20031116;-;-;0;83;955.2;0.5;12.6;2.5;17.3;46.4
RAG;20031117;-;-;0;83;967.6;0;5.7;5;7.9;87.2
RAG;20031118;-;-;0;67;970.4;0.1;7.7;3.1;10.3;76.8
RAG;20031119;-;-;0;8;967.1;0;7.9;5;14.8;78
RAG;20031120;-;-;0;0;962.1;0;7.2;2;14.6;78
RAG;20031121;-;-;0;38;957.5;0;12.4;4;18.2;45.4
RAG;20031122;-;-;0;71;955.8;0;15.8;12.1;18.6;47.2
RAG;20031123;-;-;0;58;952.8;0;16.9;13.3;19.9;43.6
RAG;20031124;-;-;0;83;950.9;0;15;13.3;17.5;52.4
RAG;20031125;-;-;0;71;953.8;0;10.6;8;14.9;82.8
RAG;20031126;-;-;0;71;947.7;0;7;5.1;9.3;90
RAG;20031127;-;-;0;88;939.3;10.2;5.7;4;7.8;92
RAG;20031128;-;-;0;100;950.5;6.9;3.5;3;4.8;93.6
RAG;20031129;-;-;0;42;955.8;0;3.4;1.6;7.4;88.6
RAG;20031130;-;-;0;67;953.9;0;6.4;0;10.7;70.8
RAG;20031201;-;-;0;54;950.9;0;12.4;8.5;16.2;47
RAG;20031202;-;-;0;29;954.7;0;17.4;13.1;20;37
RAG;20031203;-;-;0;33;959.7;0;12.4;5;18.5;60.9
RAG;20031204;-;-;0;33;961.4;0;14.3;11.5;17.6;40.2
RAG;20031205;-;-;0;8;966.7;0;4.7;1;12.3;81.8
RAG;20031206;-;-;0;67;962.5;0;1.9;-1.5;5.1;88.7
RAG;20031207;-;-;0;46;963;0;0;-1.6;3;82.5
RAG;20031208;-;-;0;0;966.2;0;-2.4;-5.2;3.1;89.6
RAG;20031209;-;-;0;50;959.5;0;-3.3;-5;-1.5;86.5
RAG;20031210;-;-;0;54;956.5;0;3.3;-6.2;10.5;59
RAG;20031211;-;-;0;21;961.3;0;3;0;8.6;70.3
RAG;20031212;-;-;0;67;966.3;0.2;4.3;1;6.8;83.3
RAG;20031213;-;-;0;58;964.5;3.3;5.3;1.3;8.1;54.7
RAG;20031214;-;-;0;100;954.9;7.4;6;5;9.2;80.7
RAG;20031215;-;-;0;100;959.3;10.3;0.9;-1;3.2;84.7
RAG;20031216;-;-;15;96;968.1;1.2;-0.8;-2.1;0;84.1
RAG;20031217;-;-;15;67;967.8;0;-1.9;-5.2;2.1;77.7
RAG;20031218;-;-;12;4;964.9;0;0.7;-6.5;5.1;74.3
RAG;20031219;-;-;8;67;964.3;0;2.1;-4.2;5.1;80.7
RAG;20031220;-;-;5;29;962.9;0;5.4;1;10.6;67.2
RAG;20031221;-;-;0;96;951.2;8.8;8;4.5;12.4;64.5
RAG;20031222;-;-;5;100;956.5;5.3;-0.9;-2.2;0;93.4
RAG;20031223;-;-;20;33;965.6;0;-5.6;-9.1;-2.4;76.3
RAG;20031224;-;-;20;0;972.5;0;-8.6;-11.2;-2.5;78.4
RAG;20031225;-;-;15;50;969.6;0;-3.5;-9.4;2.8;73.8
RAG;20031226;-;-;10;50;960.2;0;2.3;-6.1;5.2;70.2
RAG;20031227;-;-;7;83;951.7;0;4.7;0;12.1;66.9
RAG;20031228;-;-;0;79;942.8;4.8;10.3;7.5;14.3;53.7
RAG;20031229;-;-;0;88;952.3;0;1;0;4.1;83.4
RAG;20031230;-;-;0;96;952.5;0.2;0;-1;1.3;91.1
RAG;20031231;-;-;0;100;958.3;0.9;0.1;-1.2;1;94.1
RAG;20040101;-;-;0;71;954.3;3.3;-0.7;-1.7;1.2;85.3
RAG;20040102;-;-;4;100;951.7;0;0.3;-0.7;1.6;88.8
RAG;20040103;-;-;3;100;960;0;-2.7;-3.6;-1.2;83.4
RAG;20040104;-;-;3;83;961.5;0.1;-4.7;-7;-2.8;82.8
RAG;20040105;-;-;4;92;964.1;2.2;-1.9;-4.3;0;86.1
RAG;20040106;-;-;7;79;963.2;4;2;-0.9;4.6;79.9
RAG;20040107;-;-;0;75;961.5;1.4;2.3;1.5;4.5;95.2
RAG;20040108;-;-;0;38;955.1;1;1.5;-0.5;5;78.8
RAG;20040109;-;-;0;100;951.6;18.3;3.9;-0.5;5.2;91.6
RAG;20040110;-;-;0;92;958.5;0.1;4.5;3;6.2;79.3
RAG;20040111;-;-;0;83;958.3;13.5;4.5;1.8;9.2;78.3
RAG;20040112;-;-;0;100;950.8;7.7;5.7;5;10.4;88.8
RAG;20040113;-;-;0;100;943.5;17;6;5;9.5;91.4
RAG;20040114;-;-;0;83;946.1;2.5;7;5;9.6;67.7
RAG;20040115;-;-;0;100;952.1;2.4;1.2;1;1.5;90.4
RAG;20040116;-;-;0;88;948.3;0;2.7;-1.2;6.8;57.8
RAG;20040117;-;-;0;96;945.3;7.5;3.1;1.5;4.9;87.7
RAG;20040118;-;-;0;96;953.2;0.3;0.8;0;2.8;88
RAG;20040119;-;-;0;79;960.8;3.8;1;-0.8;4.1;79.6
RAG;20040120;-;-;7;100;951.2;14.8;0.3;-1;2.6;95.7
RAG;20040121;-;-;20;100;956.9;1.4;0.1;-0.7;0.6;91.2
RAG;20040122;-;-;26;50;961.7;0;-3.1;-6;1.1;86.1
RAG;20040123;-;-;20;17;959.5;0;-4.3;-6.2;-0.5;80.2
RAG;20040124;-;-;20;33;957.4;1.8;-2;-6.4;2.1;74
RAG;20040125;-;-;16;92;956.9;0.2;0.8;-1;3.1;87.6
RAG;20040126;-;-;12;71;945.6;0;1.1;-4.2;5.3;48.6
RAG;20040127;-;-;10;92;941.8;1.2;0.1;-0.3;0.8;76.6
RAG;20040128;-;-;11;96;945.1;1.5;-0.7;-1.8;0.5;83.1
RAG;20040129;-;-;12;88;947.7;1.5;-2.9;-4.1;-0.5;79.4
RAG;20040130;-;-;14;13;961.6;0;-3.3;-6.7;-0.5;61.3
RAG;20040131;-;-;12;21;959.1;0;3.5;-3.9;9.9;45
RAG;20040201;-;-;7;21;967;0;2.6;0;7.1;75.2
RAG;20040202;-;-;3;29;970.5;0;3;0;8.9;74.4
RAG;20040203;-;-;2;17;974.4;0;4.8;0.2;11.9;68.7
RAG;20040204;-;-;0;33;974.9;0;4.6;0;11.7;76.3
RAG;20040205;-;-;0;4;973.6;0;6.4;3.7;14.4;64.5
RAG;20040206;-;-;0;38;967.8;0;6.6;3.7;13.3;64.7
RAG;20040207;-;-;0;92;962.3;2.3;5.4;4.1;8.9;76.1
RAG;20040208;-;-;0;79;960;5.8;3.2;0.5;7.1;81.9
RAG;20040209;-;-;10;67;971.2;0.1;-0.6;-2.1;2;88.7
RAG;20040210;-;-;8;13;972.9;5.1;-1.6;-5.2;4.1;80.2
RAG;20040211;-;-;12;100;965.7;9.8;0.1;-0.7;1.2;97.6
RAG;20040212;-;-;22;96;970.5;0;0.9;0.2;3.6;93.9
RAG;20040213;-;-;11;54;972;0;1.6;0;5.6;89.3
RAG;20040214;-;-;8;4;965.4;0;0.4;-4;5;83.7
RAG;20040215;-;-;7;96;963.9;0;1.6;-1.9;5;79.7
RAG;20040216;-;-;4;8;965.4;0;2.2;-1.5;5.9;74.1
RAG;20040217;-;-;0;21;966.5;0;1.2;-2;5.9;82.6
RAG;20040218;-;-;0;96;960.6;0.2;2.7;1.5;5.2;83.2
RAG;20040219;-;-;1;75;952.6;0;0.7;0;3.9;76.7
RAG;20040220;-;-;0;17;957.5;0;3;-4.1;12.1;67.5
RAG;20040221;-;-;0;71;951.5;0;12.5;4.9;17;46.3
RAG;20040222;-;-;0;92;946.2;0.5;9.4;8.5;12.3;73.1
RAG;20040223;-;-;2;100;950.4;0.3;-1.1;-3;0;93.7
RAG;20040224;-;-;5;63;957.4;0;-3;-4;-0.5;87.2
RAG;20040225;-;-;4;17;950.9;0;-2.3;-6.2;3.9;65.4
RAG;20040226;-;-;0;63;943.7;0.3;-0.8;-4.5;3.5;76.5
RAG;20040227;-;-;3;96;941;0;-2.9;-4.5;-0.6;80.2
RAG;20040228;-;-;3;58;944.2;0;-3.1;-6;-0.5;63.5
RAG;20040229;-;-;0;83;953.3;0;-1.7;-4.5;0;72.7
RAG;20040301;-;-;0;75;964.1;0;-2.2;-5;0;73.8
RAG;20040302;-;-;0;50;971;0;-1.7;-6.5;2.6;76.2
RAG;20040303;-;-;0;13;971.1;0;0.1;-4.7;7.5;81
RAG;20040304;-;-;0;63;965.2;0;3.7;-1.2;8.5;67.4
RAG;20040305;-;-;0;79;959.6;0;3.6;-1.1;8.2;83.1
RAG;20040306;-;-;0;96;958.9;5.9;3.4;1;6.8;94.9
RAG;20040307;-;-;0;79;962.4;0.1;3;1.8;6.6;82.2
RAG;20040308;-;-;0;100;963.5;0.1;1.4;0.4;3.4;88.1
RAG;20040309;-;-;0;50;964.3;0;1.2;-1;5.2;65.8
RAG;20040310;-;-;0;92;959.1;3.9;0.4;-4.6;5.2;61
RAG;20040311;-;-;8;96;959;1.4;-0.6;-1.3;1.6;93.8
RAG;20040312;-;-;5;38;957.5;0;5.7;-2;10.8;53
RAG;20040313;-;-;0;50;960.2;0;11.4;6.1;16.2;47.8
RAG;20040314;-;-;0;67;971.3;0;7.4;5.2;14.1;85.5
RAG;20040315;-;-;0;13;974.2;0;9.6;1.5;16.4;70
RAG;20040316;-;-;0;17;974.5;0;11.2;4.9;19.8;59.6
RAG;20040317;-;-;0;0;972.2;0;13;6;22.7;63.8
RAG;20040318;-;-;0;25;966.9;0;13.9;8.2;22.5;49
RAG;20040319;-;-;0;29;965.5;0.1;10.4;6.5;18.2;66.3
RAG;20040320;-;-;0;96;962.9;0;12.1;7.2;15.2;76
RAG;20040321;-;-;0;46;956.1;0.4;9.8;4.8;18.2;81.7
RAG;20040322;-;-;0;83;955.7;1.4;6.4;4.3;10.5;82.8
RAG;20040323;-;-;0;100;950.6;14.3;2.5;1.8;4.1;95.6
RAG;20040324;-;-;0;100;950.9;11.8;1.1;0;2.2;96.3
RAG;20040325;-;-;0;96;954.5;1.3;2.1;0;5.6;88.4
RAG;20040326;-;-;0;100;954.3;0.2;1.2;0;3.7;82.3
RAG;20040327;-;-;0;25;954.4;0;1.8;-2.5;6.2;66.8
RAG;20040328;-;-;0;4;959;0;4.6;-3.2;11.1;74.4
RAG;20040329;-;-;0;0;959.8;0;8.3;0;15.5;61.5
RAG;20040330;-;-;0;29;955;0;12.8;5;19.8;37.6
RAG;20040331;-;-;0;8;954.5;0;14.2;9.5;19.5;47.5
RAG;20040401;-;-;0;8;953.4;0;12.3;5.4;20.5;59.7
RAG;20040402;-;-;0;33;954.8;0;15;10;19.8;43
RAG;20040403;-;-;0;100;965.3;0.8;10.4;9.1;11.2;80.8
RAG;20040404;-;-;0;67;964.6;2.2;9.8;4.3;17.2;79.1
RAG;20040405;-;-;0;83;959.3;0.2;8.9;5.2;12.8;76.4
RAG;20040406;-;-;0;96;950.4;3.2;6.4;4.1;11.1;84.7
RAG;20040407;-;-;0;88;951.5;1.9;3.5;0.5;6.4;84.7
RAG;20040408;-;-;0;46;955.3;0;5.8;1;11.2;69.8
RAG;20040409;-;-;0;83;951.3;0.4;5.6;1;10;76.8
RAG;20040410;-;-;0;96;950.8;11.8;5.2;4.3;6.8;89.2
RAG;20040411;-;-;0;71;957.6;0.2;7;2.6;11.2;81.3
RAG;20040412;-;-;0;50;958.9;0;5.9;0;11.8;78.5
RAG;20040413;-;-;0;100;957.9;0;6.4;5;8.9;78.9
RAG;20040414;-;-;0;46;959.3;0;7.8;0;15;69.4
RAG;20040415;-;-;0;58;960.5;0;11.7;4.1;18.6;61.5
RAG;20040416;-;-;0;29;955.6;0;12.6;7.2;19.2;54.6
RAG;20040417;-;-;0;71;948.3;0;12.8;8.5;16.2;71
RAG;20040418;-;-;0;63;939;5.2;13.6;8.8;19.9;65
RAG;20040419;-;-;0;100;943.6;9.8;4.8;4.1;5.2;97.1
RAG;20040420;-;-;0;29;950.6;0;9.6;1.5;16.5;59.8
RAG;20040421;-;-;0;25;957.2;0;13.5;5.3;21.8;67.8
RAG;20040422;-;-;0;29;956.4;0;16.1;8.3;23.1;53.8
RAG;20040423;-;-;0;58;958.5;7.8;14.2;9;21;81.4
RAG;20040424;-;-;0;79;963;0;10.5;9;13.8;75.3
RAG;20040425;-;-;0;63;963.5;0;7.3;1.1;12.6;73.4
RAG;20040426;-;-;0;0;959.2;0;10.5;1;19.2;65.8
RAG;20040427;-;-;0;38;954.4;0;14.5;7.9;21.5;56.8
RAG;20040428;-;-;0;33;951.9;0;16.1;10;21.4;55.5
RAG;20040429;-;-;0;58;946.4;0;17.6;13.5;20.9;44.1
RAG;20040430;-;-;0;75;942.1;0;18.2;14;22.5;46.6
RAG;20040501;-;-;0;58;949.3;0;12.5;7.5;17.2;76.2
RAG;20040502;-;-;0;75;952.6;0;13.7;9.4;18.2;75.2
RAG;20040503;-;-;0;71;947.1;0;14.3;9.5;18.5;52.8
RAG;20040504;-;-;0;96;938.1;0.2;13.5;10.8;17.8;80.1
RAG;20040505;-;-;0;100;934.4;29;7.6;5.2;9.8;95.3
RAG;20040506;-;-;0;100;938.2;6.1;5.3;3.4;8.6;90.7
RAG;20040507;-;-;0;83;944.8;0.2;7.9;5;11.5;80
RAG;20040508;-;-;0;83;947.2;0.1;8.2;3.6;13.5;82.4
RAG;20040509;-;-;0;100;950.1;4.7;6.4;5.5;9.1;89.9
RAG;20040510;-;-;0;63;954;0;11.2;5.2;16;70.1
RAG;20040511;-;-;0;54;958;0;13.4;6.5;19.5;64.2
RAG;20040512;-;-;0;38;955.6;1.6;12.7;7;21.2;74.1
RAG;20040513;-;-;0;100;956;0;10.8;9.7;13.3;84.2
RAG;20040514;-;-;0;63;961.7;0;13;7.6;19.2;66.1
RAG;20040515;-;-;0;25;966.1;0;14.3;7.2;21.3;59.3
RAG;20040516;-;-;0;83;966.5;2.4;11.4;7.1;16.5;86.4
RAG;20040517;-;-;0;8;965.2;0;14.5;5.5;23;62.9
RAG;20040518;-;-;0;4;964.8;0;18.5;9.8;26;56.7
RAG;20040519;-;-;0;13;965;0;19.2;10.7;26.1;59.5
RAG;20040520;-;-;0;8;959.7;0.1;20.4;13;27;57.3
RAG;20040521;-;-;0;100;956.3;5;14.8;13.1;17;90.7
RAG;20040522;-;-;0;96;959.6;0.3;10.4;8.2;11.8;80.4
RAG;20040523;-;-;0;75;963.1;0.3;9.3;4.7;13.6;57
RAG;20040524;-;-;0;4;963.9;0;11.2;3.8;17.5;54
RAG;20040525;-;-;0;8;961.2;0;14.1;5.3;21.6;57.5
RAG;20040526;-;-;0;63;958.9;2.5;15.3;9.8;23.1;71.9
RAG;20040527;-;-;0;88;961;6.6;12.9;9.2;17.2;78.6
RAG;20040528;-;-;0;63;964.3;0.2;12.3;10.1;17.2;77.6
RAG;20040529;-;-;0;13;964.9;0;13.8;6.2;20.5;59.1
RAG;20040530;-;-;0;33;963.2;0.1;16.2;9.5;24.2;59.5
RAG;20040531;-;-;0;96;962;1.9;13.8;12.8;15.8;83.7
RAG;20040601;-;-;0;100;959.8;26.6;11.9;9.6;14.5;94.7
RAG;20040602;-;-;0;88;960.2;10.5;14.2;9.6;19.1;78.8
RAG;20040603;-;-;0;100;963.2;22.2;10.9;9.9;12.5;94.5
RAG;20040604;-;-;0;96;962.4;3.3;14;9.8;18.2;80.4
RAG;20040605;-;-;0;100;958.8;16.3;12.7;10.5;15.2;92.6
RAG;20040606;-;-;0;54;960.9;0;14.7;8.8;20.5;69.8
RAG;20040607;-;-;0;4;963.3;0;18.3;10.6;25.6;64.5
RAG;20040608;-;-;0;33;965.1;0;20.9;14;28.6;63.2
RAG;20040609;-;-;0;13;965.5;0;21.8;15.1;29.5;60.6
RAG;20040610;-;-;0;33;963.9;6.7;23.1;17.5;30;62.4
RAG;20040611;-;-;0;58;962.5;12.1;18.6;15.4;25.1;83.5
RAG;20040612;-;-;0;92;962.5;3.9;15.5;14.5;18.2;89.9
RAG;20040613;-;-;0;79;966.1;1.8;13.5;11.1;16;82.2
RAG;20040614;-;-;0;25;967.1;0;16.1;10;21.5;66.2
RAG;20040615;-;-;0;58;962.6;0.1;16.1;11;21.8;71.8
RAG;20040616;-;-;0;83;960.4;2.7;15.2;14.2;16.6;91.9
RAG;20040617;-;-;0;21;956.9;0;16.7;9.8;24;69.6
RAG;20040618;-;-;0;67;951.4;1;18.4;14.2;23.9;69.7
RAG;20040619;-;-;0;83;949.8;3.9;15.5;11.4;20.5;85.3
RAG;20040620;-;-;0;79;950.8;1.5;13.2;10.7;16.6;74.2
RAG;20040621;-;-;0;63;956;0;15.3;9.8;20.6;69.4
RAG;20040622;-;-;0;88;960.2;0;16.1;12.2;22.2;76.2
RAG;20040623;-;-;0;83;955.7;2.4;19.4;16.3;24.1;68.4
RAG;20040624;-;-;0;58;956.5;0;18.2;13.6;22.7;70.2
RAG;20040625;-;-;0;50;960.9;0.3;17;14.5;20.8;74.5
RAG;20040626;-;-;0;25;963.4;0;17.8;9.8;25;65.2
RAG;20040627;-;-;0;88;963.8;20.9;20.8;17;27.6;67.8
RAG;20040628;-;-;0;63;966;0.1;21.3;17.9;25.1;74.5
RAG;20040629;-;-;0;33;965.2;0;20.6;17;24.8;55
RAG;20040630;-;-;0;42;960.1;0;20.1;12.5;26.1;62.8
RAG;20040701;-;-;0;67;958.1;0.1;18.9;16.5;23;70.5
RAG;20040702;-;-;0;71;959;0.1;16.5;14.9;20;76.6
RAG;20040703;-;-;0;25;960.6;0;16.1;10.2;21;68
RAG;20040704;-;-;0;21;960.5;0;19.1;13;25.2;64.7
RAG;20040705;-;-;0;88;960.6;6.3;21.7;18.5;25.1;59.3
RAG;20040706;-;-;0;96;962;3.5;17.6;16.1;20.2;86.6
RAG;20040707;-;-;0;71;957.2;0.4;20;15.2;26.1;63.8
RAG;20040708;-;-;0;54;953.8;31.5;21.9;19.2;29.5;71.2
RAG;20040709;-;-;0;50;959.3;1.6;14.6;11;18.1;67.9
RAG;20040710;-;-;0;83;959.6;1.9;14;11.2;17.5;78.9
RAG;20040711;-;-;0;88;957.6;4.2;12.8;10.8;16;82.8
RAG;20040712;-;-;0;88;955.9;1.4;12.9;10;15.4;79.8
RAG;20040713;-;-;0;92;959.7;2.3;13;10.2;16;85.2
RAG;20040714;-;-;0;42;962.6;0.2;16.1;10.2;22.1;68.1
RAG;20040715;-;-;0;58;962.2;0;18.8;14.5;24;65.1
RAG;20040716;-;-;0;46;959.1;0;21.2;14.8;27;70.2
RAG;20040717;-;-;0;42;959.3;0.1;22;16.4;28.7;57.7
RAG;20040718;-;-;0;42;961.2;0;23;17.1;30.5;59
RAG;20040719;-;-;0;54;961.5;0;21.3;16.5;26.6;76
RAG;20040720;-;-;0;46;958.6;1.1;22.7;20;28.1;72.1
RAG;20040721;-;-;0;42;960.5;0.1;22.3;15.2;28.2;67.2
RAG;20040722;-;-;0;25;962.3;1.3;24.1;19.8;30;69.5
RAG;20040723;-;-;0;63;964;5.3;23.2;19.5;28.4;76.5
RAG;20040724;-;-;0;100;964.1;8.6;17.5;16.5;19.2;95.5
RAG;20040725;-;-;0;46;961.3;0;19.8;15.9;25;75.3
RAG;20040726;-;-;0;88;957.4;5.3;20.3;14.8;24;69.4
RAG;20040727;-;-;0;42;961.1;0;15.9;11;21.3;75.5
