stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur (¡C);Relative Luftfeuchtigkeit (%);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
JUN;20130622;255;100;661.2;-1.2;82.3;92;-3.4;3.1
JUN;20130623;293;75;659.2;-2.5;81.3;372;-9.2;2.7
JUN;20130624;237;100;657.2;-8.6;97.4;0;-9.9;-7.7
JUN;20130625;349;100;658.8;-9.1;94.6;246;-10.4;-7.1
JUN;20130626;394;79;660.8;-8.5;79;524;-10.6;-6
JUN;20130627;219;96;659;-8.5;80.7;2;-9.9;-7
JUN;20130628;309;83;657.7;-9;89;272;-11.3;-6.8
JUN;20130629;131;100;659.9;-5.5;97;1;-8;-3.5
JUN;20130630;396;0;662.4;-3.3;50.5;821;-7.2;-0.5
JUN;20130701;383;13;663;-0.4;47.2;745;-2.3;3.6
JUN;20130702;275;92;662.5;-0.9;80;274;-3;3
JUN;20130703;165;96;660.1;-1.3;96.2;28;-2.9;0.5
JUN;20130704;397;13;664;0.4;61.6;808;-3.2;6.6
JUN;20130705;396;8;668.6;2.7;13.6;828;0.9;5.3
JUN;20130706;395;8;669.1;2.8;20.6;829;1.7;4.2
JUN;20130707;370;25;669;2.7;40;667;0.7;7.1
JUN;20130708;342;58;669;1.8;78.1;505;0.2;8.8
JUN;20130709;307;83;666.5;2.2;84.3;436;-0.5;9.3
JUN;20130710;328;79;663.4;1.8;80.4;353;-0.7;5.4
JUN;20130711;362;50;662.2;1.1;48.3;581;-0.2;2.8
JUN;20130712;369;42;663.7;1.1;44.2;626;-0.4;2.9
JUN;20130713;325;46;664.2;0;49.3;485;-1.8;3.2
JUN;20130714;374;42;665.5;1.2;51.2;658;-1.8;6
JUN;20130715;344;58;666.4;0.8;59.7;526;-1.4;3.8
JUN;20130716;344;38;667.6;4.1;55.2;615;1.5;9.3
JUN;20130717;221;83;666.8;2.6;87.8;123;-0.3;7.3
JUN;20130718;168;92;665.1;0.1;97.4;53;-1.3;1.9
JUN;20130719;316;67;665;1.8;74.9;457;-0.9;7.3
JUN;20130720;313;58;665.1;2.7;77.4;513;-0.3;10.4
JUN;20130721;297;42;666.8;3;74.9;488;1.5;5.9
JUN;20130722;287;38;666.7;2.4;77.7;479;0.8;5.8
JUN;20130723;267;42;664.9;2.6;71;453;0.6;7.3
JUN;20130724;198;75;664.9;1.4;87.4;117;-0.1;2.8
JUN;20130725;304;25;666.7;2.7;83;341;0.2;7.9
JUN;20130726;304;21;667.3;5.4;68.9;548;2.8;10.8
JUN;20130727;282;38;666.1;5.6;73.8;437;3.8;8.3
JUN;20130728;132;100;664.4;3.2;97.4;3;2;6.4
JUN;20130729;115;100;662.1;-1.6;99.7;0;-4.5;2.6
JUN;20130730;329;42;665.1;-2.1;89.7;469;-4.6;0.4
JUN;20130731;360;4;667.5;2.2;51.1;772;-0.6;4.6
JUN;20130801;358;0;668.3;6.5;21.5;769;3.4;11.9
JUN;20130802;353;33;669.3;7.4;27.1;704;3.8;10.5
JUN;20130803;248;50;669.9;6.4;57.3;333;2.1;9.9
JUN;20130804;247;42;669.6;5.1;66.5;331;1.4;8.6
JUN;20130805;320;42;668.2;4.6;79.1;564;2.1;10
JUN;20130806;242;83;666.4;3.6;81.3;389;0.6;5.8
JUN;20130807;52;100;661.4;0.8;99.4;0;-0.5;2.8
JUN;20130808;91;100;661.9;-0.2;98.6;0;-1.6;1.3
JUN;20130809;210;100;663.4;-1.9;96.1;0;-8.1;3.2
JUN;20130810;337;33;663.6;-1.9;64.7;599;-4.8;1.4
JUN;20130811;336;4;663.8;0.7;64.6;689;-1.5;3.2
JUN;20130812;307;4;664;1.6;61;596;-0.6;4.2
JUN;20130813;207;96;663.1;-1;88.9;183;-2.9;0.7
JUN;20130814;304;42;662.7;-1.7;57.1;544;-4.2;4.7
JUN;20130815;332;8;665;1.9;36.8;736;-2.5;7.4
JUN;20130816;284;42;665.4;1.4;62.9;471;-0.6;5.3
JUN;20130817;285;33;665;1.5;78.4;475;-0.6;6
JUN;20130818;210;63;665.2;2.1;82.3;274;0.5;6
JUN;20130819;93;100;663.7;-0.3;94.4;10;-4.7;2.6
JUN;20130820;331;13;664.8;-2.1;42.2;728;-7.9;2.4
JUN;20130821;320;13;666;3.4;7;728;0.9;6.9
JUN;20130822;312;33;664.5;4.1;40.5;711;1.2;9.4
JUN;20130823;236;46;663.1;0.7;74.4;394;-1.8;1.9
JUN;20130824;101;92;659.9;-1.1;82.8;23;-5.1;2.5
JUN;20130825;260;75;654.9;-4.3;97.4;263;-7;-0.7
JUN;20130826;244;71;655.3;-2.9;90.2;294;-5.6;0.6
JUN;20130827;150;100;656.2;-3.6;98.2;3;-5.1;0.8
JUN;20130828;280;100;659.2;-3.2;95.5;236;-4.8;-0.8
JUN;20130829;265;42;662.7;-2.5;84.6;396;-3.8;-0.5
JUN;20130830;274;42;663.7;-1.5;65.7;518;-3.2;2
JUN;20130831;288;42;664.6;-1.6;66.7;578;-3.4;0.9
JUN;20130901;211;83;664.6;-3.3;92.4;267;-5;-0.7
JUN;20130902;282;50;666.8;-1.6;68.8;591;-6.3;1.7
JUN;20130903;291;13;670;4;38.6;713;1;8.5
JUN;20130904;288;8;669.3;4.4;49.9;720;2.5;8.9
JUN;20130905;261;33;665.3;2.9;81.4;520;1.4;7.9
JUN;20130906;243;79;662.3;1.5;87.3;416;-0.2;5.3
JUN;20130907;108;100;663.1;0;98.6;18;-0.8;1.5
JUN;20130908;95;100;662;-0.9;99.6;0;-3.2;0.3
JUN;20130909;281;42;660.4;-4;79.1;600;-6.6;-0.5
JUN;20130910;168;96;657.7;-4.6;89.9;118;-8.7;-1.7
JUN;20130911;206;83;655.1;-8.9;84.7;253;-10.7;-7.6
JUN;20130912;193;100;656;-8.3;97.1;0;-9.6;-7
JUN;20130913;276;13;659.8;-6.5;66.2;693;-9.9;-2.7
JUN;20130914;178;96;660.5;-2;92.2;209;-3.4;0
JUN;20130915;122;100;655.9;-3.1;96.6;4;-4.7;-0.6
JUN;20130916;90;100;651.6;-3.9;90.1;0;-9.8;-0.8
JUN;20130917;200;88;647.8;-9.8;92.5;198;-13.6;-3
JUN;20130918;176;83;651.5;-3.8;96;190;-6;-2.6
JUN;20130919;249;67;655;-5.8;61.4;600;-8;-3.6
JUN;20130920;225;29;660.4;-4.3;54.4;500;-5.6;-2.1
JUN;20130921;212;38;665.1;-2;27.6;513;-4.6;0.2
JUN;20130922;213;33;667.4;1.5;21.5;683;-1.7;5.1
JUN;20130923;249;13;667;5.4;8.4;681;3.2;9.6
JUN;20130924;245;25;663.6;4.6;17.3;674;0.9;8.4
JUN;20130925;234;46;660.2;0.1;39.2;577;-2.3;3.4
JUN;20130926;58;100;661;-1.2;98.9;0;-2.3;-0.1
JUN;20130927;66;100;661.2;-1;95.5;0;-1.8;-0.2
JUN;20130928;161;92;659.3;0.2;69.9;241;-1.7;3.4
JUN;20130929;100;100;653.1;-1.8;97.3;2;-3;0.6
JUN;20130930;142;100;651.6;-2.8;99.6;1;-4;-0.4
JUN;20131001;130;100;654.3;-3.4;98.4;0;-4.3;-2.5
JUN;20131002;137;96;658.6;-3.5;90.1;2;-5;-2
JUN;20131003;169;83;663.3;0.3;84.5;237;-2.1;3
JUN;20131004;126;92;664.1;1;90.1;141;-0.6;3.1
JUN;20131005;108;100;660.4;-2.7;96.9;39;-5.1;-0.3
JUN;20131006;161;71;661.2;-3.9;95.5;296;-5.8;-1.8
JUN;20131007;190;46;662.5;-2.4;91;481;-4.2;1.4
JUN;20131008;189;54;662.3;-2.9;95;454;-4.8;0.2
JUN;20131009;194;21;659.2;-4.6;88.2;411;-6.5;-2.5
JUN;20131010;79;100;648.5;-10;75.2;0;-16.8;-4
JUN;20131011;128;100;646.2;-14.4;91.8;65;-16.5;-11.9
JUN;20131012;151;100;649.3;-13.5;89.5;288;-15.4;-11.2
JUN;20131013;182;29;655.7;-8.7;58.6;480;-12;-5.7
JUN;20131014;82;96;657.2;-6.7;80.1;1;-7.9;-5.4
JUN;20131015;98;100;654.1;-6.3;84.1;87;-7.8;-4.3
JUN;20131016;157;88;654.3;-6.8;80;343;-11.3;-2
JUN;20131017;178;13;658.7;-6.3;53.5;531;-8.5;-2.3
JUN;20131018;172;50;660.1;-2.1;22.4;522;-5.4;0.8
JUN;20131019;167;54;662;-0.2;50.5;498;-2.2;2.3
JUN;20131020;75;100;661.6;-2.4;75.7;11;-4.7;-0.8
JUN;20131021;149;67;661.7;-1.9;57.5;474;-4.9;0.9
JUN;20131022;80;92;659.9;-2.1;81.7;16;-4.9;-0.1
JUN;20131023;57;100;657.8;-2.8;96.4;0;-5.2;-0.6
JUN;20131024;156;13;660.5;-3.6;44.2;506;-6.8;0.4
JUN;20131025;118;63;662.9;1.3;55.5;302;-1.3;3.5
JUN;20131026;119;79;664.7;1.6;43.7;308;-0.1;3.8
JUN;20131027;59;88;660.7;-1.3;65.5;1;-3.5;1.4
JUN;20131028;139;42;658;-1.6;56.7;427;-5.5;1.6
JUN;20131029;91;96;655.3;-6.4;91.2;19;-8.8;-4.5
JUN;20131030;150;46;657.6;-6.1;30.3;492;-9.9;-0.3
JUN;20131031;123;42;660.9;-4.6;62.4;261;-6.2;-0.5
JUN;20131101;74;92;659;-3.4;24.9;33;-6.4;-2.2
JUN;20131102;57;88;654.9;-3.9;72.4;97;-6.7;-2.3
JUN;20131103;51;71;649.9;-9.4;75.7;14;-14;-3.8
JUN;20131104;54;100;643.5;-8.6;90.3;0;-10.3;-6.7
JUN;20131105;104;67;641.3;-10.9;78.5;281;-14;-7.8
JUN;20131106;32;83;650.4;-6.6;82.2;4;-9.7;-3
JUN;20131107;127;29;658.3;-1.6;38.3;486;-4.1;0.9
JUN;20131108;113;63;655.3;-4.2;72.1;263;-7.8;-2
JUN;20131109;95;58;650.6;-11;74.1;111;-14.6;-5.9
JUN;20131110;38;100;644.7;-13.7;90.8;0;-18.9;-9
JUN;20131111;128;8;653.7;-11.5;50.9;462;-19.3;0.5
JUN;20131112;122;17;659.5;-0.1;6.4;487;-4.5;2.8
JUN;20131113;85;67;659.2;-4.7;39.6;133;-6.8;-2.5
JUN;20131114;58;83;652.8;-11;86;0;-17.8;-5.1
JUN;20131115;44;92;650.4;-12.5;91.4;0;-17.8;-8
JUN;20131116;115;13;660.2;-5.7;51.7;483;-8.5;-3.7
JUN;20131117;108;54;656.9;-7.4;60.9;382;-9.2;-4.7
JUN;20131118;56;100;651.1;-8.7;97.3;47;-9.7;-7.9
JUN;20131119;46;100;643.9;-9.5;96.9;0;-11.4;-8.1
JUN;20131120;53;96;639.4;-12.9;94;0;-15.7;-11.1
JUN;20131121;44;100;632.2;-18;71.5;0;-20.3;-15.6
JUN;20131122;66;71;635.4;-18.4;63.6;8;-20.7;-14.7
JUN;20131123;42;100;641.7;-11.9;63.5;0;-14.9;-10
JUN;20131124;110;100;646.7;-12.5;73.4;97;-14;-11.1
JUN;20131125;105;0;649.2;-15.7;28;467;-19;-13.3
JUN;20131126;102;0;649.8;-17.2;51.2;463;-19.7;-14.6
JUN;20131127;101;13;651.8;-15.2;37.1;455;-20;-11.4
JUN;20131128;106;38;657;-8.7;41.2;285;-12.1;-6.1
JUN;20131129;95;42;655.6;-9.3;35.4;443;-15.2;-6.9
JUN;20131130;75;46;647.4;-15.9;59.2;239;-18.9;-12.9
JUN;20131201;100;4;654.1;-9.4;19.1;448;-13.9;-5.2
JUN;20131202;95;8;659.4;-7.8;22.7;447;-9.5;-4.9
JUN;20131203;93;21;663.9;-4.5;5.9;446;-8.1;-2.1
JUN;20131204;93;25;661.5;-6.8;28.2;442;-9.6;-3.7
JUN;20131205;88;25;657.3;-9.8;35.5;387;-12.4;-6.9
JUN;20131206;37;79;651.7;-15.4;76.9;1;-18.6;-10.6
JUN;20131207;86;17;655.9;-14.3;53.7;311;-17.7;-12.2
JUN;20131208;89;8;659.1;-11.7;42.8;442;-13.2;-10.4
JUN;20131209;24;29;663.4;-7.8;21.7;49;-11.5;-2.7
JUN;20131210;87;13;666.9;-2.4;7.5;435;-4.5;0.1
JUN;20131211;88;0;666.6;-5;10.8;440;-6.3;-3.1
JUN;20131212;89;0;663;-6.1;10.6;440;-7.7;-4.3
JUN;20131213;88;0;658.6;-8;16.1;439;-10.1;-5.1
JUN;20131214;66;58;658.5;-11.8;39.4;150;-16.2;-9.1
JUN;20131215;73;42;663.8;-9.5;29;197;-13.1;-7.7
JUN;20131216;83;13;667.1;-5.2;21.2;433;-7.8;-1.1
JUN;20131217;87;13;663.8;-5.3;16.3;436;-8.5;-2.7
JUN;20131218;75;63;657.3;-7.7;53.5;272;-9.9;-6.1
JUN;20131219;36;96;650.9;-9.3;70.7;0;-13.4;-5.5
JUN;20131220;35;100;656;-11;88.7;0;-13.1;-9
JUN;20131221;86;17;662.5;-8.9;62.9;436;-10.2;-5.4
JUN;20131222;56;92;659.6;-8.9;64.4;101;-10.9;-7
JUN;20131223;80;13;656;-9;56.9;406;-11.2;-6.2
JUN;20131224;35;100;647.6;-12;91.2;0;-13.5;-9
JUN;20131225;19;100;637.6;-11.1;92.2;0;-12.2;-9.4
JUN;20131226;23;100;635.5;-15.2;85.9;0;-17.1;-11.6
JUN;20131227;59;8;647.3;-8.8;45.7;405;-15.9;-4
JUN;20131228;66;96;646.6;-11;72.7;76;-14.2;-5.7
JUN;20131229;82;42;649.4;-17.4;77.2;344;-18.9;-14
JUN;20131230;91;13;653.6;-15.4;31.2;439;-19.5;-12.6
JUN;20131231;89;21;652.6;-11.2;64.4;437;-12.8;-7.7
JUN;20140101;78;67;650;-9.5;51;0;-13.1;-6.1
JUN;20140102;36;83;647.4;-11;56.5;0;-13.5;-7.8
JUN;20140103;47;75;652.2;-8.6;60.1;0;-11.6;-6
JUN;20140104;29;100;646.4;-11.1;91.8;0;-12.6;-9.8
JUN;20140105;77;42;645.4;-13.5;60;257;-16.9;-7.2
JUN;20140106;63;67;655.5;-4.9;76.5;255;-8.3;-3.4
JUN;20140107;54;42;658.2;-5.5;70.5;94;-7;-3.5
JUN;20140108;85;88;660.5;-5.3;59.9;339;-7.3;-3
JUN;20140109;58;67;657.2;-5.8;63.3;105;-8.5;-3.5
JUN;20140110;31;92;653.9;-9.2;93;0;-10.3;-7.7
JUN;20140111;64;92;656.1;-9.2;85.4;91;-11.1;-7.9
JUN;20140112;101;13;657.4;-8;22.6;452;-10.6;-5.2
JUN;20140113;58;67;650.8;-10.1;74.5;132;-13.2;-7.6
JUN;20140114;41;100;641.9;-15.7;89.6;0;-18.6;-13
JUN;20140115;69;75;645.8;-13.7;71.7;92;-18.9;-9.4
JUN;20140116;43;96;645.6;-10.4;86.9;0;-14.2;-7.5
JUN;20140117;52;67;642.6;-12.6;69.5;44;-14.6;-10.9
JUN;20140118;43;96;642.2;-12.9;72.7;0;-15.9;-10.9
JUN;20140119;55;100;639.8;-11.6;94.1;0;-12.5;-10.8
JUN;20140120;78;88;640.7;-12.4;94.6;3;-14.3;-9.9
JUN;20140121;114;96;644;-13.2;79.4;292;-15.4;-8.9
JUN;20140122;112;13;645.9;-12.8;49;476;-14.4;-9.3
JUN;20140123;70;46;646.9;-15.3;75.8;58;-18;-12.8
JUN;20140124;95;67;642.3;-20;76.9;68;-22.5;-16.2
JUN;20140125;110;46;647;-14.8;50.2;398;-17.2;-11.9
JUN;20140126;42;96;642.3;-15.9;88.8;0;-21.1;-10.4
JUN;20140127;74;75;635.7;-18.2;81.6;150;-22.1;-11
JUN;20140128;124;42;633.4;-20.5;68.1;480;-22.2;-18.1
JUN;20140129;88;88;634.8;-18.1;77;180;-19.9;-15.3
JUN;20140130;55;100;638.9;-16.9;90.6;0;-19.9;-15
JUN;20140131;65;100;643.3;-15.1;88.5;30;-17.6;-12.7
JUN;20140201;60;100;643.7;-12.5;88.7;-;-17.4;-9.4
JUN;20140202;79;100;644.5;-11.9;87.7;-;-14.6;-10.7
JUN;20140203;70;100;645.3;-11;90.2;-;-12;-10
JUN;20140204;83;100;644.4;-13.4;86.8;-;-15.5;-11.3
JUN;20140205;47;100;641.1;-14.9;85.9;-;-17.4;-12.4
JUN;20140206;115;42;646.5;-11.2;64.9;-;-17.7;-5.9
JUN;20140207;56;92;644.1;-12.4;76.7;-;-17.3;-6.5
JUN;20140208;54;88;640.7;-12.8;68.7;-;-17.3;-7.8
JUN;20140209;60;79;638;-18;63.9;-;-19.9;-14.7
JUN;20140210;62;100;635.9;-18.5;57.6;-;-18.6;-18.2
JUN;20140211;152;42;641.4;-16.5;50.9;-;-18.7;-12.5
JUN;20140212;147;42;644.5;-15;51;-;-18.8;-10.5
JUN;20140213;49;100;641.9;-13.1;88.4;-;-19.3;-10.3
JUN;20140214;33;100;646;-11;80.3;-;-20.2;-4.1
JUN;20140215;132;88;647.6;-7.4;58;-;-11.8;-4.1
JUN;20140216;85;100;647.4;-12.5;88.6;-;-15.2;-10.9
JUN;20140217;165;13;648.3;-11.9;49.8;-;-15.7;-6.1
JUN;20140218;135;96;652.6;-8.1;56.4;-;-11.1;-6
JUN;20140219;102;100;649.3;-12.4;88.3;-;-17.1;-9.1
JUN;20140220;173;17;649.2;-11.4;44.9;-;-17.3;-7.6
JUN;20140221;104;96;646.6;-13.2;86.4;-;-18.4;-8.9
JUN;20140222;146;71;647.2;-17.6;84.8;-;-20.5;-14.3
JUN;20140223;181;8;653.2;-11.7;41.9;-;-18.2;-6
JUN;20140224;186;8;653.3;-7;15.5;-;-9.6;-4.1
JUN;20140225;173;71;650.1;-9.9;36.4;-;-14.2;-6.8
JUN;20140226;94;100;648.6;-14.4;88.7;-;-16.4;-12.5
JUN;20140227;178;46;648.3;-15.8;76.8;-;-17.6;-13.3
JUN;20140228;115;100;640.5;-16.4;81.9;103;-17.4;-14.8
JUN;20140301;129;100;636.2;-16.6;81.2;0;-18.9;-13.8
JUN;20140302;201;29;638.5;-12.5;56;539;-17.2;-8.6
JUN;20140303;108;100;634.6;-14.3;72.1;1;-16.4;-10.7
JUN;20140304;191;79;637.3;-15.6;70.9;349;-17.7;-13.3
JUN;20140305;212;42;647;-15;80.4;512;-17.1;-10.9
JUN;20140306;215;0;654.5;-10.4;39;563;-18;-5.8
JUN;20140307;219;4;658.6;-6.6;13.3;566;-9;-5.1
JUN;20140308;221;8;662.4;-6;23.7;568;-8.8;-3.3
JUN;20140309;221;4;663.5;-4.7;21.8;588;-6.5;-1.5
JUN;20140310;222;13;658.6;-4;19.6;609;-7.8;-2.1
JUN;20140311;198;67;659.7;-3.9;14.1;483;-5.3;-1.4
JUN;20140312;232;0;663.6;-4.7;13.8;635;-6.9;-1.1
JUN;20140313;231;0;663.3;-4.1;29;642;-6.6;-0.1
JUN;20140314;240;0;661.8;-4.1;27.6;654;-6.4;0.5
JUN;20140315;144;96;658.1;-7.9;65.2;120;-9.8;-5.5
JUN;20140316;201;42;659.3;-7.4;83.6;340;-8.5;-6.4
JUN;20140317;247;21;661.1;-4.7;22.1;669;-6.7;-2.7
JUN;20140318;229;75;659.2;-4.7;42;623;-9.2;-2.6
JUN;20140319;247;21;659.6;-8;48;660;-10.8;-4.2
JUN;20140320;248;38;660.3;-5.7;50.1;655;-9.6;-3.4
JUN;20140321;247;75;655.3;-7.3;52.9;592;-9.7;-4.5
JUN;20140322;110;100;647.4;-9.5;91.2;0;-12.9;-7.7
JUN;20140323;126;100;639.6;-18;78.5;0;-20.7;-13.1
JUN;20140324;221;100;641.5;-20;75.7;73;-21.4;-18.6
JUN;20140325;250;79;640.1;-17.4;45.4;467;-21;-13.4
JUN;20140326;189;100;641.7;-16.3;79.7;63;-17.8;-13.4
JUN;20140327;229;79;644.5;-14.7;79.3;374;-17.6;-10.5
JUN;20140328;279;25;651.1;-10.5;48.2;677;-15.3;-7.1
JUN;20140329;246;63;656.5;-7.8;23.5;543;-9.7;-4.9
JUN;20140330;241;92;657;-4.7;19.2;609;-6.9;-1.8
JUN;20140331;265;96;655.4;-4.5;22.5;614;-6.3;-0.4
JUN;20140401;262;88;653.6;-6;32.2;653;-8.1;-1.9
JUN;20140402;262;67;652.5;-5.6;46.2;593;-8.2;-3.4
JUN;20140403;89;100;649.9;-8;85.7;0;-9.8;-5.3
JUN;20140404;262;83;649.2;-7.5;79.5;495;-10.3;-2.1
JUN;20140405;247;100;653.4;-7.4;95.4;330;-9;-4
JUN;20140406;296;17;657.7;-6.4;75.6;688;-8.4;-2.8
JUN;20140407;254;50;660;-3.2;38.1;504;-5.7;-0.5
JUN;20140408;182;92;657.4;-7.8;89.7;68;-12.3;-4.7
JUN;20140409;306;21;657.1;-10.6;38.9;722;-13.9;-7.9
JUN;20140410;300;29;657.6;-7.7;77.1;696;-9.1;-6
JUN;20140411;258;54;656.5;-6.7;80.9;502;-8.1;-4.3
JUN;20140412;135;96;655.7;-7.5;97.6;0;-8.8;-6
JUN;20140413;297;63;656.3;-8.5;71.2;243;-10.8;-6.4
JUN;20140414;262;38;655.1;-9.1;64.5;417;-14.2;-6.9
JUN;20140415;306;33;651.7;-14.8;55.7;562;-18.4;-11.1
JUN;20140416;323;0;654.5;-8.6;17.9;727;-13.8;-3.9
JUN;20140417;318;13;655.4;-7.2;13.7;695;-10;-5.7
JUN;20140418;131;100;647.9;-11.8;77.1;0;-17.7;-8.8
JUN;20140419;142;100;643;-13;85.5;0;-17.7;-10.3
JUN;20140420;280;79;646.2;-9.3;88.4;386;-11.9;-7.1
