stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Sonnenscheindauer (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Maximaltemperatur (¡C);Relative Luftfeuchtigkeit (%)
GVE;19991230;73;3;42;372;977.6;0;-0.8;-4.6;2.2;82.3
GVE;19991231;35;1;88;9;975.5;0;-0.2;-2.5;1.3;78.7
GVE;20000101;48;1;83;82;978.5;0;1.7;-1;4.2;82.8
GVE;20000102;30;0;92;0;980.6;0;3;-0.9;5.4;85.2
GVE;20000103;72;0;42;419;981;0;2.4;-1.5;6;81.6
GVE;20000104;73;0;38;423;977.4;0.1;2.8;-2.5;8.1;78.6
GVE;20000105;66;0;67;340;975.2;0.1;4.9;0;8.5;81.6
GVE;20000106;53;0;79;225;975.4;0;4;0.1;7.8;86
GVE;20000107;29;0;83;63;977.1;0;2.6;1.1;3.6;89.2
GVE;20000108;31;0;75;15;975.7;0;2.3;0.1;3.9;89.8
GVE;20000109;24;0;92;0;974.5;1.4;4.1;1.9;5.9;84.7
GVE;20000110;11;0;100;0;981.1;0.9;4.8;4.2;5.4;85.4
GVE;20000111;20;0;92;0;985;0;4.3;3.4;5.1;77.3
GVE;20000112;57;0;67;103;980.3;0;2.7;-1.7;5.3;77
GVE;20000113;72;0;13;428;972.6;0;0.1;-3.2;4.7;82.9
GVE;20000114;61;0;42;259;971.6;0;-0.2;-3.9;4;81.7
GVE;20000115;29;0;46;5;977.5;0;-0.3;-3.4;1.4;80.2
GVE;20000116;10;0;79;0;980.3;0;0;-1;0.8;71.7
GVE;20000117;70;0;46;322;981.2;0;-0.3;-3.4;3.3;74.5
GVE;20000118;64;0;83;245;976.6;0;1.9;-4.3;6.3;79.1
GVE;20000119;85;0;8;426;977.2;0;2.9;0.5;4.6;61.3
GVE;20000120;84;0;25;421;981.3;0;-0.1;-4.4;3.3;67.1
GVE;20000121;44;0;88;60;979.1;0;0.8;-4.2;3.8;74.3
GVE;20000122;17;0;75;0;968.9;2;0;-3.9;2.6;84
GVE;20000123;30;3;79;5;965.8;1.4;1;-2.7;2.9;85.6
GVE;20000124;70;3;54;214;969.1;0;-1.7;-7.5;0.7;75.4
GVE;20000125;24;3;88;0;975.9;0;-4.9;-9.3;-3.4;69.8
GVE;20000126;41;3;92;0;982.7;0;-5.4;-9.2;-3;77.9
GVE;20000127;63;3;75;202;983.2;0;-4.7;-8.3;-2.3;82
GVE;20000128;53;3;46;89;977.4;0;-3.4;-8.7;2;81.6
GVE;20000129;21;3;92;0;973.1;7.6;2.6;-4.6;6.4;77.8
GVE;20000130;30;0;92;0;978.3;5.7;8;4.8;9.4;85.4
GVE;20000131;93;0;50;389;981.3;0;5.1;0.3;11.8;83.4
GVE;20000201;91;0;42;350;976.3;0;3;-0.9;8.5;87
GVE;20000202;16;0;100;0;973.3;6.9;7;2.3;8.9;86.6
GVE;20000203;108;0;38;518;984.4;0;4.6;-0.6;8.5;78.9
GVE;20000204;109;0;8;510;988.4;0;2.2;-2.2;7.8;78.1
GVE;20000205;101;0;54;485;985.1;0;3;-1.4;9.6;75.3
GVE;20000206;97;0;46;371;978.8;0;4.7;-1.4;12.7;74
GVE;20000207;51;0;96;55;976.8;2.4;8.3;5.2;10.1;70.9
GVE;20000208;25;0;100;0;973.2;21.5;8.8;6.9;11.2;84.7
GVE;20000209;55;0;75;101;980;0.1;6.5;3.4;9.4;61.6
GVE;20000210;117;0;42;447;978.1;7.5;4.2;-0.7;9.2;73.8
GVE;20000211;31;0;88;0;976.5;1.5;5.9;4;7.7;80.8
GVE;20000212;69;0;71;72;979.1;0;4.6;2.8;7.7;69.9
GVE;20000213;41;0;96;0;977.5;1.4;4.2;1.1;6.6;81
GVE;20000214;44;0;100;2;976.4;2.7;3.6;-0.2;5.6;89.7
GVE;20000215;92;0;92;186;973.2;5.1;7.8;4.2;11.6;79
GVE;20000216;47;0;88;42;963.6;8.7;5.5;1.1;8.8;72.8
GVE;20000217;63;1;88;75;965.2;1.1;2.1;0.1;4.1;80.5
GVE;20000218;33;0;100;0;967;6;3.5;0.2;8.7;83.5
GVE;20000219;78;0;75;123;965.6;1.2;6.6;4.2;8.2;71.8
GVE;20000220;73;0;79;102;975.6;0;2.6;-0.7;4.9;63.1
GVE;20000221;143;0;75;462;978.7;0;1.5;-1;5.3;62.6
GVE;20000222;142;0;46;537;976;0;1.1;-2.8;5.6;66.8
GVE;20000223;140;0;17;534;977.9;0;1.3;-3.6;7;71.3
GVE;20000224;83;0;75;95;981.4;0;2.6;-2.6;8.4;72
GVE;20000225;84;0;71;150;980.8;0;6.1;-0.6;11.9;73.2
GVE;20000226;125;0;50;358;981;0;6.1;-0.2;12.4;77.3
GVE;20000227;154;0;4;606;979.5;0;6.2;0;13.8;75
GVE;20000228;141;0;42;476;975.8;1.8;10.5;2.2;16.2;63.8
GVE;20000229;18;0;100;0;971;27.8;8.7;7.8;10.6;78.2
GVE;20000301;40;0;96;1;962;10.5;7;3.1;9;80.9
GVE;20000302;167;0;46;547;976.4;0;3.9;-0.1;7.5;68.2
GVE;20000303;129;0;71;267;972.4;7.9;5.6;-0.9;10.4;59
GVE;20000304;103;0;75;256;973.7;0.6;5.7;0.9;8.4;65.1
GVE;20000305;185;0;4;631;982.8;0;2.3;-1.5;6.4;49.7
GVE;20000306;179;0;13;637;981.8;0;3;-2.9;11;62.9
GVE;20000307;174;0;46;491;980.1;0;6.4;-0.4;14.7;68.3
GVE;20000308;165;0;42;532;982.3;0;7.3;-0.2;14.8;66
GVE;20000309;155;0;25;534;980.5;0;11.1;3.7;19.9;60.1
GVE;20000310;154;0;29;419;978.6;0;10;4.8;15.7;66.6
GVE;20000311;180;0;13;608;973.9;0;10.8;2.2;19.2;62.1
GVE;20000312;180;0;21;529;973.1;0;9.1;4;14.7;67.8
GVE;20000313;180;0;13;612;975.5;0;8.3;1.9;15;69.8
GVE;20000314;128;0;75;310;975.9;5.6;11.4;6.7;17;65.6
GVE;20000315;154;0;63;390;977.9;0;7.4;3.6;11.2;57.9
GVE;20000316;176;0;67;415;980.5;0;6.5;2.1;10.7;59.8
GVE;20000317;184;0;46;490;977.2;0;8.1;3;12.6;67.6
GVE;20000318;161;0;67;296;975.1;0;8;3.8;12;70.5
GVE;20000319;139;0;67;305;975.2;0;7.9;5.2;11;66
GVE;20000320;202;0;17;611;973.1;0;6;1.1;10.8;58.4
GVE;20000321;209;0;17;657;972.2;0;5.7;-0.8;12.9;63
GVE;20000322;199;0;29;581;970.7;0;7.6;-0.3;15.6;64.3
GVE;20000323;68;0;92;13;966.9;0;7.7;3.8;12.1;70.5
GVE;20000324;81;0;88;41;966.5;2.7;8.6;4.9;12.5;78.2
GVE;20000325;206;0;33;570;967.5;0;9.7;1.8;16.6;66.6
GVE;20000326;111;0;92;144;964;8.7;7.8;5.1;10.3;69.9
GVE;20000327;112;0;83;142;959.6;0.1;5.6;1.4;8.6;73.6
GVE;20000328;116;0;96;138;959.3;0;5.3;-0.2;9.3;72.3
GVE;20000329;52;0;96;0;958.9;6.7;5;3.8;6.8;78.7
GVE;20000330;112;0;83;71;965.4;0.1;6;3;8.3;68.5
GVE;20000331;146;0;71;320;960.7;1.3;6.2;0.1;11.7;68.8
GVE;20000401;117;0;79;105;959.4;0;6.7;1.7;11.3;69.6
GVE;20000402;233;0;63;702;954.1;1.6;7.2;0.3;14;63.9
GVE;20000403;123;0;63;185;944.8;0;11.1;6.4;15.9;63.7
GVE;20000404;150;0;88;208;946.3;2;10.3;4.3;16.6;61
GVE;20000405;84;0;92;5;957.8;0.7;9.1;7.8;11;72.6
GVE;20000406;221;0;75;370;970.5;0;7.3;4.6;10;69.8
GVE;20000407;247;0;21;668;976.5;0;6.5;2.7;11.9;55
GVE;20000408;256;0;13;723;971.5;0;8;0.1;15.3;58.9
GVE;20000409;89;0;100;17;960.8;0.3;8.7;4.1;11.8;71.1
GVE;20000410;179;0;83;212;956.6;0.3;10.9;7.1;15.5;67.3
GVE;20000411;91;0;88;52;951.1;9.9;10.8;8.9;13.9;73.5
GVE;20000412;141;0;75;164;950.1;9.7;8.6;4.5;11.4;65.1
GVE;20000413;82;0;96;29;954.9;9.1;9.4;6;13.5;75.9
GVE;20000414;246;0;79;580;952.7;3.4;13.7;6.7;19.6;55.1
GVE;20000415;203;0;75;336;955.7;0.5;10.9;6.3;14.8;56.5
GVE;20000416;95;0;92;49;953.3;15.3;8.5;4.2;11.7;74.2
GVE;20000417;78;0;96;0;960;0.8;8.9;7;11.3;77.6
GVE;20000418;220;0;50;449;961.8;0;9.2;5.5;13.6;75.1
GVE;20000419;152;0;54;212;964.4;0;9.6;5.2;14.9;71
GVE;20000420;265;0;25;681;966.5;0;11.1;3.3;18.3;65.2
GVE;20000421;256;0;54;688;968.1;0;14.8;7.2;22.4;60.7
GVE;20000422;261;0;75;626;964.5;0;16.9;8.8;26.1;59.6
GVE;20000423;47;0;96;0;963.9;21.4;13.9;9.1;18.6;65.9
GVE;20000424;232;0;67;422;966.8;0.1;10;6.7;14.1;75
GVE;20000425;287;0;17;731;964.9;0;11.6;4;18.3;68.6
GVE;20000426;264;0;54;673;963.3;0;15.2;7.2;22;64.4
GVE;20000427;189;0;83;290;959.3;0;15.4;9.6;22.2;67.2
GVE;20000428;69;0;96;16;960.4;1.5;12.9;10;16;72
GVE;20000429;187;0;75;309;967.7;2.2;11.9;9.1;16.7;73.9
GVE;20000430;288;0;21;759;970.3;0;14.4;6.3;21.9;66.5
GVE;20000501;264;0;25;567;967.6;0;16.2;10;22.4;69.9
GVE;20000502;273;0;21;711;967;0;16.8;10.7;23;68.2
GVE;20000503;210;0;75;331;969.3;14.4;15.9;11;22;73
GVE;20000504;277;0;58;583;968.6;0;16.9;11.8;22.9;69.6
GVE;20000505;173;0;67;254;966.4;4.8;15.7;11.4;21.8;71.6
GVE;20000506;125;0;88;27;965.4;0.9;14.9;10.9;18.6;80.6
GVE;20000507;251;0;58;499;967.1;0.8;16.7;10;23.4;68.2
GVE;20000508;253;0;46;508;969.3;0;17.9;13.5;23.1;67.9
GVE;20000509;249;0;58;551;968.7;0.9;17.8;11.9;24.5;69.4
GVE;20000510;225;0;63;371;966.8;0;18.6;14.2;25;68.8
GVE;20000511;261;0;42;578;967.9;5.2;18.2;12;26;69.4
GVE;20000512;258;0;54;608;971.6;0;17.3;12.9;22.6;73.4
GVE;20000513;280;0;54;665;972.1;0;16.8;10.4;22.9;68.6
GVE;20000514;275;0;42;511;972.8;0;18.2;13.4;23.3;69.3
GVE;20000515;306;0;33;816;972.2;0;20.2;13.3;27.9;63.4
GVE;20000516;302;0;54;802;969.9;0;21.4;13.3;28.3;53.8
GVE;20000517;139;0;75;194;968.2;3.1;18.3;13.7;23.7;59.3
GVE;20000518;233;0;79;314;965.2;1.4;15.3;10.6;18.8;60
GVE;20000519;278;0;71;492;965.7;0;13.6;10.1;18.8;54.5
GVE;20000520;305;0;38;667;965;0;13.5;8.8;18.7;54.1
GVE;20000521;266;0;58;522;963.9;0.1;14.4;6.5;21.2;55.6
GVE;20000522;305;0;42;653;969.6;0;14.1;9.7;19.5;53.4
GVE;20000523;329;0;13;839;971.2;0;14.8;7.1;21.3;58.8
GVE;20000524;314;0;21;762;968.9;0;18.5;10.1;25.6;55
GVE;20000525;67;0;96;0;969.1;0;17.6;13;20.2;62.4
GVE;20000526;256;0;46;523;966.5;5.4;19.8;13.2;25.8;59.9
GVE;20000527;176;0;79;249;968.5;8.1;13.6;9.6;17.9;71.1
GVE;20000528;67;0;92;0;965.8;5.3;14.1;8.9;17.5;73
GVE;20000529;209;0;75;196;969.2;0;14.3;10;18.6;58.5
GVE;20000530;101;0;92;8;969.2;2.3;14.8;9.7;18.6;72.4
GVE;20000531;211;0;83;284;971.7;0;16.3;11.3;20.7;68.6
GVE;20000601;326;0;38;789;974.8;0;17.1;9.1;24.9;64.2
GVE;20000602;320;0;29;790;972.9;0;20.9;11.3;29.7;59
GVE;20000603;308;0;33;775;970.8;0.4;22.5;14.8;30.4;57.2
GVE;20000604;298;0;25;676;970.1;0;22.1;15.6;28.5;64.2
GVE;20000605;194;0;67;223;968.1;4.5;20.8;15.4;25.6;64.5
GVE;20000606;100;0;92;19;972.3;2.5;14.8;13.3;16.5;76
GVE;20000607;338;0;29;823;973.4;0;16.2;10;21.6;58
GVE;20000608;324;0;13;835;969.6;0;17.9;9.9;24.5;63.7
GVE;20000609;311;0;17;728;966.2;0.2;22.8;15.4;30;61.1
GVE;20000610;245;0;63;459;964.3;3.5;21.9;17.2;27.6;68.1
GVE;20000611;138;0;92;44;968.1;3;18.2;13.7;22.6;76.1
GVE;20000612;194;0;75;190;975.8;0;18.4;13.8;22;68.7
GVE;20000613;213;0;71;198;975.8;0.4;20.6;15.7;25.8;71
GVE;20000614;259;0;67;422;975.6;0.3;20.8;17.1;26.5;69.9
GVE;20000615;318;0;21;806;975.9;0;21.2;14;27.6;59
GVE;20000616;330;0;38;868;975.1;0;20.4;14.3;25.9;58.1
GVE;20000617;343;0;0;869;976.6;0;19.6;13.5;25.5;43.6
GVE;20000618;328;0;8;847;977.4;0;20.5;10.7;27.9;52.8
GVE;20000619;321;0;13;846;973.9;0;24;15.8;31.8;54.2
GVE;20000620;324;0;8;844;970.5;0;24.5;17;31.2;48.3
GVE;20000621;338;0;13;856;970.1;0;24.3;15.2;31.4;41.3
GVE;20000622;216;0;54;315;971.4;0;22.4;16.6;29;52
GVE;20000623;306;0;38;592;973.1;0;19;13.8;23.5;49.6
GVE;20000624;143;0;83;53;970.8;0;16.2;12.4;20.2;55.5
GVE;20000625;222;0;67;309;970.9;0;15.3;11.5;19.3;56.1
GVE;20000626;338;0;17;835;972.1;0;16.4;8.4;22.9;50.1
GVE;20000627;322;0;42;816;970.4;7.1;18.5;9.9;25.6;50.8
GVE;20000628;119;0;71;85;968.9;1.2;18.7;15.8;23;70.5
GVE;20000629;290;0;25;729;969.8;0;19.5;13.4;25.2;57.7
GVE;20000630;314;0;46;808;966.8;0;20;12.1;27.3;54.8
GVE;20000701;289;0;50;570;964.9;0;23.3;14.3;30.4;51
GVE;20000702;304;0;38;668;964;0;26.4;18.4;34.9;51.1
GVE;20000703;181;0;83;176;962.8;32.4;21.5;17.9;25.5;66.2
GVE;20000704;267;0;54;509;963;0;20.7;17.5;26.2;60.5
GVE;20000705;319;0;42;779;970;0;20.7;15.5;26.1;49.1
GVE;20000706;319;0;54;788;969.5;0;21.3;13.2;28.5;55.9
GVE;20000707;261;0;63;516;964.5;0;22.8;18.3;29.3;52.7
GVE;20000708;175;0;63;281;968.1;0;17;12.3;20.2;56.1
GVE;20000709;104;0;96;0;965.1;0;15.4;10.3;18.8;62.8
GVE;20000710;48;0;96;0;955.3;36.9;16.5;13.9;18.8;74.8
GVE;20000711;153;0;79;119;958.2;2;13.8;12.1;17.5;69.8
GVE;20000712;214;0;79;220;968.4;0.9;13.7;11.5;17.6;69.9
GVE;20000713;201;0;67;359;970.4;2;14.7;8.9;19.8;67
GVE;20000714;58;0;96;0;965;21.3;14.7;13.5;15.9;80.5
GVE;20000715;155;0;88;170;964.5;5;12.8;10.4;15.7;74.1
GVE;20000716;190;0;63;230;967.7;0.5;13.3;9.5;17.6;70
GVE;20000717;330;0;13;850;969.6;0;15.1;7.8;21.6;62.2
GVE;20000718;312;0;46;770;970;0;17.7;10.6;24.4;62.3
GVE;20000719;319;0;33;793;970;0;18.5;11.8;24.1;59.1
GVE;20000720;294;0;42;640;970.7;0;18.7;14.3;24.1;59.8
GVE;20000721;321;0;8;844;971.4;0;19.3;11.7;26;55.6
GVE;20000722;300;0;33;695;968;0;21.2;12.6;29.4;57
GVE;20000723;193;0;83;312;964.6;0.1;21.9;18;26.7;63.4
GVE;20000724;149;0;83;118;962.1;0.2;19.2;16.6;23.5;70.8
GVE;20000725;197;0;67;369;962.2;9.2;19.5;15.6;25.6;70.5
GVE;20000726;211;0;75;381;965.4;0;20.4;16.3;25.6;62.4
GVE;20000727;178;0;96;233;969;5.7;20.2;14.1;25.6;68.3
GVE;20000728;168;0;79;247;970.1;3.5;18.3;14.2;22.6;71.6
GVE;20000729;193;0;75;201;972.3;0.9;17.6;14;22.2;69.1
GVE;20000730;302;0;17;768;975;0;18.4;13.2;23.6;63
GVE;20000731;308;0;8;836;975.1;0;19.4;12.5;26.4;62.5
GVE;20000801;301;0;8;827;973.2;0;22.9;13.6;31.3;55.7
GVE;20000802;104;0;79;65;972.5;0.8;20.8;17.3;24.4;67.7
GVE;20000803;60;0;71;5;972.5;0.4;17.2;14.3;19.4;76.1
GVE;20000804;295;0;25;750;971.5;0;17.9;11.7;22.9;63.5
GVE;20000805;81;0;88;21;971;11.7;16.7;15;19.5;75.7
GVE;20000806;116;0;83;69;973.2;5.9;17.2;13.8;20.8;82.1
GVE;20000807;279;0;21;715;973.7;0;18.8;12.3;25;68.5
GVE;20000808;233;0;58;471;972.7;0;19.8;13.1;24.9;65.1
GVE;20000809;280;0;21;740;972.2;0;21.3;16.2;26.8;64.9
GVE;20000810;266;0;13;740;971;0;22.4;15.3;29.9;61.8
GVE;20000811;271;0;8;776;967.5;0;22.9;15.8;30.9;62.1
GVE;20000812;257;0;38;655;966.8;0;23.2;16.8;30.8;60.1
GVE;20000813;239;0;38;600;969.8;0;22;14.8;30.1;61.5
GVE;20000814;262;0;46;704;973.2;0;23.6;16.3;30.6;60.6
GVE;20000815;243;0;42;544;973.4;0;23.7;18.3;30.5;62.8
GVE;20000816;272;0;8;777;969.8;0;23.7;15.6;31.5;58.9
GVE;20000817;192;0;63;424;968;1.4;23.6;17.8;30.2;64.4
GVE;20000818;179;0;79;305;967;0;23.6;19.9;29;69.5
GVE;20000819;238;0;42;655;967.1;0;24.7;17.4;32.7;57.1
GVE;20000820;250;0;33;689;965.6;3.2;25.6;16.4;34.1;51.3
GVE;20000821;128;0;71;306;968.7;29.6;19.2;14;24.6;75.8
GVE;20000822;254;0;33;582;970.7;0;18;13.3;23.4;71.3
GVE;20000823;261;0;17;757;971.5;0;20.2;13.2;27.4;67.6
GVE;20000824;254;0;21;751;973.9;0;21.6;14.8;28.8;64.3
GVE;20000825;255;0;17;752;971.3;0;21.8;15.1;29.6;59.1
GVE;20000826;213;0;63;490;964.8;10.1;22;14.8;28.4;60.1
GVE;20000827;91;0;79;69;970.3;0.7;18.5;15.6;21;74.5
GVE;20000828;246;0;38;670;972.8;0;17.9;11.9;23.1;63.7
GVE;20000829;236;0;63;693;971.4;0;18;11.9;24.2;65.1
GVE;20000830;44;0;88;0;967.6;40.7;16.5;14;19;83.1
GVE;20000831;66;0;88;0;963.6;4.7;16.9;14;18.9;82.9
GVE;20000901;227;0;21;623;963.1;0;18.8;13.4;24;66.6
GVE;20000902;128;0;83;183;965.6;2;16.5;14.3;19.1;59.2
GVE;20000903;102;0;83;64;967.8;6.8;15.3;13.2;18.4;76.7
GVE;20000904;179;0;50;405;971.4;0;14;9.6;18.7;68.2
GVE;20000905;237;0;8;718;974.4;0;14.1;7.8;20.3;67.6
GVE;20000906;179;0;79;404;970.4;0.1;15.9;8.8;21.8;67.5
GVE;20000907;178;0;75;353;969.2;0;16.8;11.2;22.3;60.9
GVE;20000908;232;0;8;724;973.5;0;15.1;8.1;21.9;64.4
GVE;20000909;219;0;42;696;975.2;0;17;10;23.8;69.2
GVE;20000910;219;0;17;708;972.7;0;18.4;11.9;25.2;69.4
GVE;20000911;214;0;21;686;968.5;0;19.1;13;26;69.9
GVE;20000912;178;0;71;553;966.6;0;20.2;13.9;27.5;69.2
GVE;20000913;197;0;42;615;967.1;0;20.8;16.2;26.8;66.1
GVE;20000914;186;0;42;532;968.3;0;20.6;15.2;27.7;68.3
GVE;20000915;192;0;54;602;967.1;0;22.2;15;29.7;57.3
GVE;20000916;93;0;63;188;967.3;0;17.9;9.7;21.6;58.9
GVE;20000917;214;0;29;698;965.4;0;14.5;7.9;20.9;65.1
GVE;20000918;200;0;29;668;961;0;15;8.8;22;71
GVE;20000919;177;0;46;502;956.5;14.7;16.3;9.4;22.6;72.8
GVE;20000920;13;0;92;0;958.7;55.8;14.6;11.9;17.2;84.9
GVE;20000921;170;0;46;425;970.9;0;13.8;9.3;18.4;70.1
GVE;20000922;185;0;33;500;974.5;0;14.7;8.8;20.9;70.7
GVE;20000923;195;0;17;670;971.9;0;14.8;9.3;20.4;74.5
GVE;20000924;189;0;13;654;971.5;0;16.2;9.9;24.6;73
GVE;20000925;157;0;67;424;974;0;17;12.4;22.9;74.7
GVE;20000926;172;0;21;568;973.3;0;17.6;12.4;25.4;76.4
GVE;20000927;149;0;46;454;971.3;0;18.4;13.7;22.5;73
GVE;20000928;158;0;50;451;963.3;0;17.8;12.5;25;70.2
GVE;20000929;107;0;79;162;955.4;10.2;16.6;11.5;21.9;73.7
GVE;20000930;22;0;100;0;958.5;15.8;14.8;13.6;15.9;85.5
GVE;20001001;97;0;92;134;959.8;0;15;12.4;18.5;77.4
GVE;20001002;89;0;75;89;965;0.9;12.6;9.5;15.6;73.5
GVE;20001003;120;0;67;204;971.8;0;13.1;10.6;16.4;70.6
GVE;20001004;155;0;71;419;972.3;0;12.7;8.8;16.7;75.8
GVE;20001005;62;0;92;8;970.8;1;13.3;9.7;15.6;78.7
GVE;20001006;140;0;46;331;973.6;0;11.1;5.8;14.9;62.4
GVE;20001007;138;0;33;401;974.6;0;8.3;2.8;14.3;67
GVE;20001008;141;0;58;441;971.6;4.6;9.1;2.6;13.9;72.3
GVE;20001009;149;0;75;378;963.9;18.6;12.1;8.8;16.6;70.4
GVE;20001010;131;0;67;339;954.2;8.3;10.8;7.4;13.3;63
GVE;20001011;19;0;100;0;946.4;21;11.3;8.9;12.8;80.7
GVE;20001012;50;0;83;2;953.6;26.4;11.8;9.2;13.5;83
GVE;20001013;22;0;96;0;962.4;11.1;11.5;10.1;13;83.9
GVE;20001014;51;0;96;41;964.4;2.2;13.8;12.7;15.3;81.8
GVE;20001015;81;0;88;102;959.4;8.6;14.4;13;17.2;80.1
GVE;20001016;88;0;83;186;965.2;0.7;13;9.4;16.5;75.9
GVE;20001017;109;0;63;313;975.8;0.1;12.6;9.8;17.3;74.9
GVE;20001018;137;0;63;539;975.3;0;11.6;7.9;17;73
GVE;20001019;49;0;88;0;972.9;0;11.6;8.6;14.3;79.1
GVE;20001020;92;0;54;195;972;0;11.2;6.9;15.5;83.4
GVE;20001021;76;0;75;237;976;0;11.4;8.1;15.4;83.5
GVE;20001022;77;0;75;141;980.3;0;11.4;8.2;14.5;85.5
GVE;20001023;63;0;71;177;978.6;0;11.8;9.3;14.6;84
GVE;20001024;59;0;83;47;976;0.1;13.4;9.3;17.7;82.3
GVE;20001025;126;0;25;540;970.8;5.7;13.8;7.1;20.5;71
GVE;20001026;37;0;88;24;970.5;1.2;14;12.9;15.8;79.7
GVE;20001027;124;0;46;490;973.2;0;12.4;6.8;16.5;74
GVE;20001028;120;0;17;548;971.5;0;11.2;4.7;16.4;77.8
GVE;20001029;38;0;67;20;971.6;1.8;12.4;8.8;14.9;74.3
GVE;20001030;84;0;75;212;959.8;8.4;14.2;8.3;18.3;62.7
GVE;20001031;44;0;96;34;958.8;9.8;9.9;7.8;15.5;77.5
GVE;20001101;87;0;67;271;963.2;0;10.4;6.9;13.4;67.3
GVE;20001102;21;0;67;3;958;10;9.9;7;11.3;71.6
GVE;20001103;14;0;88;0;955.6;10.8;9.4;6.6;10.3;83.9
GVE;20001104;74;0;71;212;965.3;1;7.6;5.9;10.7;75.2
GVE;20001105;110;0;33;505;962.4;3.2;6.2;2.2;10.4;78.4
GVE;20001106;16;0;96;0;941.9;22.3;8.5;4.5;10.1;80.3
GVE;20001107;51;0;92;58;944.6;0.8;9.1;7;11.2;65.1
GVE;20001108;74;0;75;229;953.6;2.1;8;6.4;12.2;68
GVE;20001109;38;0;71;16;964.8;0.5;8;5.5;10.3;73.6
GVE;20001110;56;0;75;81;973.4;0.3;7.5;2.8;10.2;73.2
GVE;20001111;106;0;13;513;975;0;4.3;-0.5;10.8;74.6
GVE;20001112;34;0;88;11;963.3;0;7.7;2.6;17.3;74.1
GVE;20001113;18;0;92;0;955.1;16.7;13.6;8.5;17.7;65.2
GVE;20001114;14;0;92;0;961.8;12.2;7.3;4;8.7;84.7
GVE;20001115;53;0;71;49;968.5;0.1;5.6;2;9;83.5
GVE;20001116;28;0;100;14;966.1;0.4;4.9;1.8;6.8;82.8
GVE;20001117;18;0;96;0;965.9;3.6;5.2;1;6.4;84
GVE;20001118;90;0;17;460;968.8;0;2.8;-0.7;7.2;80.4
GVE;20001119;45;0;88;37;961;7.3;4;-1.6;8.1;77.8
GVE;20001120;27;0;96;0;957.9;10.5;7.4;6.4;8.5;82.8
GVE;20001121;74;0;29;314;961.6;3.8;6.8;3;9.4;71.6
GVE;20001122;24;0;88;0;964.3;5.6;8.6;6.1;10.4;80.6
GVE;20001123;19;0;96;0;957.7;15.7;8.5;6.2;9.5;86.2
GVE;20001124;41;0;75;64;963.2;0.9;6.1;2.4;8.3;82
GVE;20001125;84;0;29;463;962.7;10;4.9;0.7;9.2;78.5
GVE;20001126;23;0;92;31;963.5;7.4;6.9;5.4;9.2;77.9
GVE;20001127;37;0;92;22;971.5;1.5;6.8;4.3;8.1;79.8
GVE;20001128;31;0;96;25;972.4;1.1;9.1;7.5;10.4;88.1
GVE;20001129;18;0;100;0;968.7;0.5;7.4;6.2;8.7;90.6
GVE;20001130;15;0;100;0;971.1;0.4;6.9;6.2;7.9;89.6
GVE;20001201;29;0;96;10;970.3;2.9;6.1;4.7;7.4;87.7
GVE;20001202;24;0;92;0;969.5;3.7;8.7;7.1;10.2;87
GVE;20001203;45;0;88;89;972.3;0;8.7;5;10.8;82.1
GVE;20001204;39;0;71;60;972.1;0.6;5.5;1.4;7.6;85.8
GVE;20001205;19;0;100;0;971;0.8;5.2;3.4;6.3;91.5
GVE;20001206;9;0;96;0;969.6;10.2;6.3;4.5;7.8;89
GVE;20001207;10;0;100;0;963;4.1;7.7;6.8;8.3;89.1
GVE;20001208;11;0;83;0;962.9;14.4;10.1;7.8;13.6;81.7
GVE;20001209;44;0;79;121;970.6;0.7;9.2;6.5;11.7;79.4
GVE;20001210;16;0;79;0;976.3;2.8;7.4;4.2;9.7;78.8
GVE;20001211;63;0;42;325;980.5;0;6.3;2.1;12.1;80.8
GVE;20001212;45;0;71;104;977.4;0;7.5;2.8;11.6;74.9
GVE;20001213;25;0;92;2;975.7;0;10.7;7.8;13.1;61.6
GVE;20001214;12;0;100;0;965.8;1.6;8.6;6;10.2;62.9
GVE;20001215;28;0;83;51;964;0.3;6.5;4.7;10.1;66.6
GVE;20001216;46;0;83;125;968.6;0.3;4.2;2.9;6.5;73.7
GVE;20001217;52;0;63;156;968.7;0;4;-1.3;7.7;70.4
GVE;20001218;67;0;88;360;972.2;0;3.6;-1.1;8.2;72.7
GVE;20001219;63;0;54;408;972;0;5.2;2;9.5;77.5
GVE;20001220;15;0;67;0;970;0;3.6;-0.2;5.9;83.2
GVE;20001221;11;0;100;0;971.3;0;4.7;3.9;5.5;81.7
GVE;20001222;13;0;100;0;969.6;0;3.8;2.4;4.6;79.1
GVE;20001223;46;0;63;196;966.3;0.1;1.4;-2.5;3.7;79.7
GVE;20001224;21;0;96;0;956.7;11.5;1.4;-1.7;2.8;84.4
GVE;20001225;16;0;100;0;948.3;3.8;4.6;2.8;6;87.8
GVE;20001226;14;0;100;0;945.3;6.8;3.3;0.5;5.2;89.8
GVE;20001227;45;0;88;89;944.5;2.8;4.2;2.1;6.8;90.7
